접수일자,도로명주소,지번주소,세부사항,기타 사항,위도,경도,경계석파손,보도파손,도로파손,포트홀,측구파손,보도방치,경계석방치,보도돌출
2021-08-10,서울특별시 구로구 구로중앙로28길 40,서울특별시 구로구 구로동 109,,,37.49953661,126.8880601,Y,N,N,N,N,N,N,N
2021-08-10,서울특별시 구로구 고척로27바길 37-12,서울특별시 구로구 고척동 산 13-15,,,37.50793725,126.8473718,N,N,Y,N,N,N,N,N
2021-08-11,서울특별시 구로구 공원로6가길 4,서울특별시 구로구 구로동 44-7,,,37.5018901,126.8916001,N,N,Y,N,N,N,N,N
2021-08-11,서울특별시 구로구 개봉로3가길 69,서울특별시 구로구 개봉동 370-6,,,37.48322875,126.8532508,N,N,Y,N,N,N,N,N
2021-08-12,서울특별시 구로구 구로동로7길 48,서울특별시 구로구 구로동 714-32,,,37.48665412,126.8839559,N,N,Y,N,N,N,N,N
2021-08-12,서울특별시 구로구 구로동로8길 69,서울특별시 구로구 구로동 743-3,,,37.48878382,126.8873955,N,N,Y,N,N,N,N,N
2021-08-13,서울특별시 구로구 개봉로16길 30-11,서울특별시 구로구 개봉동 266,,,37.48952491,126.857976,N,Y,N,N,N,N,N,N
2021-08-13,서울특별시 구로구 공원로6길 25,서울특별시 구로구 구로동 44-5,,,37.50218704,126.8916637,N,N,Y,N,N,N,N,N
2021-08-13,서울특별시 구로구 오리로23길 14-29,서울특별시 구로구 궁동 54-2,,,37.50193369,126.8271095,N,N,Y,N,N,N,N,N
2021-08-13,서울특별시 구로구 도림로 90,서울특별시 구로구 구로동 147-4,,,37.49038024,126.8934282,N,Y,N,N,N,N,N,N
2021-08-13,서울특별시 구로구 오리로9길 25,서울특별시 구로구 오류동 214-4,서울특별시 구로구 오남중 정문 옆,,37.48705969,126.837249,N,N,Y,N,N,N,N,N
2021-08-13,서울특별시 구로구 구로동로42길 2,서울특별시 구로구 구로동 460-4,,,37.49580159,126.8828573,N,N,Y,N,N,N,N,N
2021-08-17,서울특별시 구로구 오리로21길 16-13,서울특별시 구로구 궁동 99-1,,,37.49940303,126.8279062,N,Y,N,N,N,N,N,N
2021-08-17,,서울특별시 구로구 고척동 253-117,,주소지미존재,,,Y,N,N,N,N,N,N,N
2021-08-17,서울특별시 구로구 가마산로12가길 12,서울특별시 구로구 구로동 413-15,,,37.49232318,126.8830565,N,N,Y,N,N,N,N,N
2021-08-17,서울특별시 구로구 구로중앙로 6,서울특별시 구로구 구로동 142-77,,,37.49108694,126.8927768,N,Y,N,N,N,N,N,N
2021-08-17,서울특별시 구로구 시흥대로161길 20,서울특별시 구로구 구로동 1132-4,,,37.47992616,126.8981833,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 시흥대로 545-1,서울특별시 구로구 구로동 1126-14,,,37.4819719,126.9002919,N,Y,N,N,N,N,N,N
2021-08-18,서울특별시 구로구 공원로 73-1,서울특별시 구로구 구로동 50,,,37.50302756,126.8883489,N,Y,N,N,N,N,N,N
2021-08-18,서울특별시 구로구 고척로 128,서울특별시 구로구 개봉동 126-32,,,37.50203669,126.8480919,N,Y,N,N,N,N,N,N
2021-08-18,서울특별시 구로구 오리로 1189,서울특별시 구로구 오류동 223-5,,,37.48885973,126.8351769,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 오리로 1189,서울특별시 구로구 오류동 223-5,,,37.48885973,126.8351769,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 오리로11길 21,서울특별시 구로구 오류동 267-3,,,37.48852962,126.8351848,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 오리로11길 21,서울특별시 구로구 오류동 267-3,,,37.48852962,126.8351848,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 남부순환로107길 1,서울특별시 구로구 가리봉동 136-77,,,37.47907338,126.8933094,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 디지털로33길 11,서울특별시 구로구 구로동 191-7,,,37.48570578,126.8955127,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 고척로21가길 84-42,서울특별시 구로구 개봉동 57-2,,,37.50160494,126.8425253,N,Y,N,N,N,N,N,N
2021-08-18,서울특별시 구로구 구로중앙로26가길 8-2,,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-08-18,서울특별시 구로구 도림천로 477,서울특별시 구로구 구로동 810-3,,,37.48531492,126.9014944,N,N,Y,N,N,N,N,N
2021-08-18,서울특별시 구로구 경서로9길 35,서울특별시 구로구 고척동 148-53,,,37.50361787,126.8577989,N,N,Y,N,N,N,N,N
2021-08-19,서울특별시 구로구 구로동로7길 66,서울특별시 구로구 가리봉동 13-35,,,37.48652801,126.8829924,N,N,Y,N,N,N,N,N
2021-08-19,서울특별시 구로구 경인로47길 34-1,서울특별시 구로구 고척동 52-217,,,37.50090549,126.8662041,N,N,Y,N,N,N,N,N
2021-08-19,서울특별시 구로구 구로동로7길 70,서울특별시 구로구 가리봉동 2-40,,,37.48648269,126.8828021,N,N,Y,N,N,N,N,N
2021-08-19,서울특별시 구로구 구로중앙로 6,서울특별시 구로구 구로동 142-77,,,37.49108694,126.8927768,N,Y,N,N,N,N,N,N
2021-08-19,,서울특별시 구로구 고척동 164-35,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-08-19,서울특별시 구로구 오리로22다길 18,서울특별시 구로구 궁동 137-2,,,37.50121442,126.8307198,N,N,Y,N,N,N,N,N
2021-08-19,서울특별시 구로구 고척로21가길 89-26,,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-08-20,서울특별시 구로구 고척로21가길 84-42,서울특별시 구로구 개봉동 57-2,,,37.50160494,126.8425253,N,Y,N,N,N,N,N,N
2021-08-20,서울특별시 구로구 신도림로 110,서울특별시 구로구 신도림동 312-17,,,37.51162427,126.8860352,N,N,Y,N,N,N,N,N
2021-08-20,서울특별시 구로구 서해안로26길 10,서울특별시 구로구 오류동 135-76,,,37.49225836,126.8421885,N,N,Y,N,N,N,N,N
2021-08-20,서울특별시 구로구 고척로 52,서울특별시 구로구 오류동 341,,,37.49856841,126.8404707,N,N,Y,N,N,N,N,N
2021-08-20,서울특별시 구로구 경인로67길 23,서울특별시 구로구 신도림동 338-3,,,37.51070955,126.8892324,N,N,Y,N,N,N,N,N
2021-08-20,서울특별시 구로구 디지털로32길 93,서울특별시 구로구 구로동 1124-21,,,37.48313667,126.9004469,N,N,Y,N,N,N,N,N
2021-08-23,서울특별시 구로구 가마산로 231,서울특별시 구로구 구로동 440,서울특별시 구로구 구로동  보광아파트앞,,37.49501733,126.8846651,N,Y,N,N,N,N,N,N
2021-08-23,서울특별시 구로구 고척로3길 119,서울특별시 구로구 오류동 1-101,,,37.49745845,126.8356644,N,N,Y,N,N,N,N,N
2021-08-23,서울특별시 구로구 고척로25길 9,서울특별시 구로구 개봉동 416-190,,,37.50234531,126.8469942,N,N,Y,N,N,N,N,N
2021-08-23,서울특별시 구로구 천왕로 56,서울특별시 구로구 천왕동 278,,,37.48305321,126.8389147,N,N,Y,N,N,N,N,N
2021-08-23,서울특별시 구로구 디지털로35길 31,서울특별시 구로구 구로동 181-9,,,37.48760986,126.8955975,N,N,Y,N,N,N,N,N
2021-08-23,서울특별시 구로구 경인로67나길 52,서울특별시 구로구 신도림동 276-13,,,37.51369518,126.8804263,N,N,Y,N,N,N,N,N
2021-08-23,서울특별시 구로구 구로중앙로25길 30,서울특별시 구로구 구로동 442-147,,,37.49706659,126.8870117,N,N,Y,N,N,N,N,N
2021-08-24,,서울특별시 구로구 신도림동 332-2,,주소지미존재,,,N,N,N,N,Y,N,N,N
2021-08-24,,서울특별시 구로구 고척동 186-4,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-08-24,서울특별시 구로구 오리로 1149,서울특별시 구로구 오류동 352-2,,,37.48660236,126.8382475,N,N,Y,N,N,N,N,N
2021-08-25,서울특별시 구로구 가마산로12가길 12,서울특별시 구로구 구로동 413-15,,,37.49232318,126.8830565,N,N,Y,N,N,N,N,N
2021-08-25,서울특별시 구로구 고척로6길 42,서울특별시 구로구 오류동 11-25,,,37.49658197,126.84108,N,N,Y,N,N,N,N,N
2021-08-25,서울특별시 구로구 새말로 117-23,서울특별시 구로구 구로동 1-4,,,37.50786593,126.8917044,N,N,Y,N,N,N,N,N
2021-08-25,,서울특별시 구로구 구로동 로28길64-7,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-08-25,서울특별시 구로구 구로중앙로11길 9,서울특별시 구로구 구로동 139-137,,,37.49195377,126.8908785,N,Y,N,N,N,N,N,N
2021-08-25,서울특별시 구로구 오류로 45,서울특별시 구로구 오류동 172-76,,,37.48881354,126.8395133,N,Y,N,N,N,N,N,N
2021-08-25,서울특별시 구로구 새말로 117-6,서울특별시 구로구 구로동 3-55,,,37.5074418,126.8922686,N,N,Y,N,N,N,N,N
2021-08-25,서울특별시 구로구 도림로 94,서울특별시 구로구 구로동 147-6,,,37.49066836,126.8936076,N,N,Y,N,N,N,N,N
2021-08-25,서울특별시 구로구 새말로 120,서울특별시 구로구 구로동 26-1,,,37.50632083,126.8928253,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 고척로6길 17-6,서울특별시 구로구 오류동 13-138,,,37.4973181,126.8406211,N,Y,N,N,N,N,N,N
2021-08-26,서울특별시 구로구 구일로8길 31,서울특별시 구로구 구로동 1058,,,37.49517251,126.8726762,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 고척로52길 21,서울특별시 구로구 고척동 308,,,37.50470117,126.857139,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 고척로23길 16,서울특별시 구로구 개봉동 97-19,,,37.50243173,126.8465223,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 새말로18길 64,서울특별시 구로구 구로동 42,,,37.50364842,126.8919104,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 구로중앙로26가18-2,,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 부일로1길 26-12,서울특별시 구로구 온수동 157,,,37.4922154,126.8212048,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 부일로 933,서울특별시 구로구 궁동 230-12,,,37.49337642,126.8308619,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 경인로27길 19,서울특별시 구로구 오류동 31-302,,,37.49739005,126.8445803,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 경인로33길 10,서울특별시 구로구 개봉동 139-107,,,37.49852877,126.8523256,N,N,Y,N,N,N,N,N
2021-08-26,서울특별시 구로구 오류로 72,서울특별시 구로구 오류동 156-99,,,37.49092696,126.8409261,N,N,Y,N,N,N,N,N
2021-08-26,,서울특별시 구로구 구로동 로47길21,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-08-27,서울특별시 구로구 공원로7길 11,서울특별시 구로구 구로동 110,,,37.50189433,126.8884955,N,Y,N,N,N,N,N,N
2021-08-27,서울특별시 구로구 시흥대로 533,서울특별시 구로구 구로동 1131-2,,,37.48116511,126.8995205,N,Y,N,N,N,N,N,N
2021-08-27,서울특별시 구로구 경인로 212,서울특별시 구로구 오류동 55-52,,,37.49606578,126.8445302,N,Y,N,N,N,N,N,N
2021-08-27,서울특별시 구로구 공원로 67,서울특별시 구로구 구로동 546-3,,,37.50235183,126.8884632,N,N,Y,N,N,N,N,N
2021-08-27,,서울특별시 구로구 구로동 61-2,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-08-27,서울특별시 구로구 새말로 117-23,서울특별시 구로구 구로동 1-4,,,37.50786593,126.8917044,N,N,Y,N,N,N,N,N
2021-08-30,서울특별시 구로구 구로중앙로8길 41-23,서울특별시 구로구 구로동 1285,,,37.49368104,126.892994,Y,N,N,N,N,N,N,N
2021-08-30,서울특별시 구로구 개봉로1길 80,서울특별시 구로구 개봉동 370-26,,,37.48352181,126.8536552,N,Y,N,N,N,N,N,N
2021-08-30,,서울특별시 구로구 구로동 로207,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-08-30,서울특별시 구로구 개봉로23가길 26,서울특별시 구로구 개봉동 206-2,,,37.49514057,126.8576421,N,Y,N,N,N,N,N,N
2021-08-30,서울특별시 구로구 가마산로15길 20,서울특별시 구로구 구로동 426-150,,,37.49418828,126.8841757,N,N,Y,N,N,N,N,N
2021-08-30,서울특별시 구로구 고척로 238,서울특별시 구로구 고척동 333,,,37.50617829,126.8594037,N,N,Y,N,N,N,N,N
2021-08-30,서울특별시 구로구 중앙로3길 53,서울특별시 구로구 고척동 76-284,,,37.49844029,126.8617086,N,N,Y,N,N,N,N,N
2021-08-30,,서울특별시 구로구 구로동 로101-1,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-08-30,서울특별시 구로구 도림로 103,서울특별시 구로구 구로동 126-28,,,37.49148089,126.8942166,N,N,Y,N,N,N,N,N
2021-08-30,서울특별시 구로구 구일로8길 63,서울특별시 구로구 구로동 642-9,,,37.49635665,126.8732949,N,N,Y,N,N,N,N,N
2021-08-30,서울특별시 구로구 경인로67길 67-44,서울특별시 구로구 신도림동 330-33,,,37.51182304,126.8879261,N,N,Y,N,N,N,N,N
2021-08-30,서울특별시 구로구 구로중앙로 113,서울특별시 구로구 구로동 515-10,,,37.49854041,126.8854705,N,N,Y,N,N,N,N,N
2021-08-31,서울특별시 구로구 도림로 104,서울특별시 구로구 구로동 153-3,,,37.49118978,126.8945197,Y,N,N,N,N,N,N,N
2021-08-31,서울특별시 구로구 개봉로17길 7,서울특별시 구로구 개봉동 328-17,,,37.49156343,126.8553665,N,N,Y,N,N,N,N,N
2021-08-31,서울특별시 구로구 디지털로31길 38-21,서울특별시 구로구 구로동 197-33,,,37.48652382,126.8937133,N,N,Y,N,N,N,N,N
2021-09-01,서울특별시 구로구 디지털로33길 12,서울특별시 구로구 구로동 184-1,,,37.4865551,126.8961621,N,Y,N,N,N,N,N,N
2021-09-01,서울특별시 구로구 구로중앙로 197,서울특별시 구로구 신도림동 406-10,,,37.50390643,126.8779048,N,Y,N,N,N,N,N,N
2021-09-01,서울특별시 구로구 경인로 552,서울특별시 구로구 구로동 600-57,,,37.50221802,126.8791136,N,Y,N,N,N,N,N,N
2021-09-01,서울특별시 구로구 경인로 537,서울특별시 구로구 구로동 600-78,,,37.50192265,126.8778664,N,Y,N,N,N,N,N,N
2021-09-01,서울특별시 구로구 경인로 590,서울특별시 구로구 신도림동 413-49,,,37.50441806,126.8823855,N,Y,N,N,N,N,N,N
2021-09-01,서울특별시 구로구 디지털로27라길 67,서울특별시 구로구 구로동 779-2,,,37.48741886,126.8898492,N,N,Y,N,N,N,N,N
2021-09-01,서울특별시 구로구 개봉로15길 74-15,서울특별시 구로구 개봉동 337-4,,,37.49057152,126.8515248,N,N,Y,N,N,N,N,N
2021-09-01,서울특별시 구로구 구로중앙로28길 24,서울특별시 구로구 구로동 528-1,,,37.49919326,126.8874127,N,N,Y,N,N,N,N,N
2021-09-01,서울특별시 구로구 구로중앙로28길 35-5,서울특별시 구로구 구로동 113-6,,,37.49982495,126.8874122,N,N,Y,N,N,N,N,N
2021-09-01,서울특별시 구로구 새말로 93,서울특별시 구로구 구로동 1267,,,37.50623441,126.8891034,N,N,Y,N,N,N,N,N
2021-09-02,서울특별시 구로구 가마산로 250,서울특별시 구로구 구로동 83-4,,,37.49481403,126.8886765,N,Y,N,N,N,N,N,N
2021-09-02,서울특별시 구로구 남부순환로 1275,서울특별시 구로구 가리봉동 136-80,,,37.47920893,126.8926603,N,Y,N,N,N,N,N,N
2021-09-02,서울특별시 구로구 구로동 2길 60,,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-09-02,,서울특별시 구로구 온수동 산1-4,,주소지미존재,,,N,N,Y,N,N,N,N,N
