날짜,시간,강수,강수형태,기온,뇌전,습도,풍속,풍향,하늘상태
 format: day,hour,value location:58_125 Start : 20210601 ,,,,,,,
23,400,0,0,18,,25,2.1,202,
23,500,0,0,17.299999,,24,2.4,221,
23,600,0,0,16.700001,,34,2.2,223,
23,700,0,0,15.3,,42,2.3,207,
23,800,0,0,14.3,,45,1.6,202,
23,900,0,0,13.5,,50,1.1,185,
23,1000,0,0,12.1,,60,0.9,192,
23,1100,0,0,11.4,,63,1.4,203,
23,1200,0,0,10.5,,68,0.9,193,
23,1300,0,0,9.9,,68,1.6,203,
23,1400,0,0,9.6,,68,0.2,205,
23,1500,0,0,9.2,,68,1.2,184,
23,1600,0,0,9,,70,0.8,192,
23,1700,0,0,8.5,,72,1.1,194,
23,1800,0,0,8.4,,72,0.7,190,
23,1900,0,0,8.3,,75,0.6,187,
23,2000,0,0,8.3,,77,0.9,61,
23,2100,0,0,8.4,,77,1,37,
23,2200,0,0,9.9,,69,0.8,97,
23,2300,0,0,11.4,,62,0.7,132,
24,0,0,0,13.4,,54,0.9,62,
24,100,0,0,15.1,,47,1.9,47,
24,200,0,0,16.299999,,41,1.2,309,
24,300,0,0,17.1,,40,1.2,229,
24,400,0,0,17,,39,1.5,295,
24,500,0,0,17,,41,2.1,298,
24,600,0,0,17.1,,41,1.5,243,
24,700,0,0,15.7,,45,1.9,230,
24,800,0,0,14.3,,49,1.7,194,
24,900,0,0,13.7,,53,0.5,207,
24,1000,0,0,12.8,,60,1,201,
24,1100,0,0,11.9,,66,1.3,195,
24,1200,0,0,11.1,,70,0.8,180,
24,1300,0,0,10.7,,73,1.2,205,
24,1400,0,0,10.1,,75,1.1,187,
24,1500,0,0,9.7,,76,0.7,195,
24,1600,0,0,9.2,,78,1,202,
24,1700,0,0,9.1,,78,0.9,204,
24,1800,0,0,8.9,,81,0.2,207,
24,1900,0,0,8.4,,83,0.6,169,
24,2000,0,0,8.5,,82,2,73,
24,2100,0,0,8.4,,81,1.2,57,
24,2200,0,0,9.9,,73,1.2,57,
24,2300,0,0,11.9,,63,1,52,
25,0,0,0,13.9,,55,1,353,
25,100,0,0,15.9,,46,1.5,43,
25,200,0,0,16,,43,2,353,
25,300,0,0,16.4,,40,1.5,330,
25,400,0,0,16.9,,37,1.3,344,
25,500,0,0,17.4,,40,1.4,34,
25,600,0,0,17.299999,,41,1.2,264,
25,700,0,0,16.200001,,45,1.6,41,
25,800,0,0,14.7,,51,2.1,181,
25,900,0,0,13.9,,55,1.2,179,
25,1000,0,0,13,,61,1.6,178,
25,1100,0,0,12.6,,63,1.1,205,
25,1200,0,0,11.7,,70,1,195,
25,1300,0,0,11.3,,72,1.1,194,
25,1400,0,0,10.7,,77,1,171,
25,1500,0,0,10.1,,80,1.1,180,
25,1600,0,0,10.2,,81,1.1,185,
25,1700,0,0,9.8,,83,0.6,205,
25,1800,0,0,9.6,,84,0.7,204,
25,1900,0,0,9.5,,85,0.7,161,
25,2000,0,0,9.7,,83,1,50,
25,2100,0,0,9.4,,86,0.5,192,
25,2200,0,0,10.6,,78,1,186,
25,2300,0,0,12.5,,70,0.5,221,
26,0,0,0,14.8,,63,1.1,227,
26,100,0,0,16.1,,56,1.5,169,
26,200,0,0,17.1,,50,2,177,
26,300,0,0,18.200001,,45,1,217,
26,400,0,0,17.700001,,52,1.8,242,
26,500,0,0,18,,52,2.1,192,
26,600,0,0,17.4,,51,2.4,198,
26,700,0,0,16.5,,53,1.8,198,
26,800,0,0,15.7,,63,1.4,212,
26,900,0,0,15.2,,69,1.5,178,
26,1000,0,0,14.5,,74,1.6,188,
26,1100,0,0,13.6,,78,1.3,196,
26,1200,0,0,13,,81,1.6,191,
26,1300,0,0,12.7,,83,0.7,178,
26,1400,0,0,13,,82,1.5,178,
26,1500,0,0,12.9,,82,1.7,181,
26,1600,0,0,13.1,,83,2.2,179,
26,1700,0,0,13.4,,83,2.6,185,
26,1800,0,0,14.2,,81,2.3,190,
26,1900,0,0,13.6,,84,2.5,185,
26,2000,0,0,13.3,,87,0.7,192,
26,2100,0,0,13.3,,86,1.3,302,
26,2200,0,0,12.7,,85,1.6,307,
26,2300,0,0,13.5,,78,1.9,278,
27,0,0,0,13.6,,70,2.3,352,
27,100,0,0,14.7,,55,2.7,312,
27,200,0,0,16.200001,,40,2.4,290,
27,300,0,0,16.700001,,36,2.7,263,
27,400,0,0,17.6,,32,1.9,258,
27,500,0,0,18.200001,,26,1.5,268,
27,600,0,0,17.5,,26,2.2,298,
27,700,0,0,16.799999,,30,2.2,299,
27,800,0,0,15.5,,37,1,210,
27,900,0,0,14.7,,40,1.3,195,
27,1000,0,0,14.8,,40,1.8,304,
27,1100,0,0,13.7,,44,1.9,11,
27,1200,0,0,13,,46,1.8,324,
27,1300,0,0,12.4,,48,1.2,352,
27,1400,0,0,12.1,,51,1.7,304,
27,1500,0,0,11.6,,52,0.6,66,
27,1600,0,0,10.9,,58,0.8,251,
27,1700,0,0,9.5,,66,1.6,194,
27,1800,0,0,9.1,,67,0.8,171,
27,1900,0,0,9.6,,64,0.1,356,
27,2000,0,0,8.3,,73,1.2,166,
27,2100,0,0,8.3,,73,0.6,198,
27,2200,0,0,10.7,,61,0.8,189,
27,2300,0,0,12.9,,52,0.9,46,
28,0,0,0,14.4,,44,1.5,35,
28,100,0,0,16.1,,35,1.9,52,
28,200,0,0,17.299999,,30,2,40,
28,300,0,0,18,,31,1.8,310,
28,400,0,0,17.9,,26,2.2,70,
28,500,0,0,19.299999,,25,1.5,36,
28,600,0,0,19.200001,,26,1.3,62,
28,700,0,0,18,,28,1.4,127,
28,800,0,0,16.6,,37,0.6,35,
28,900,0,0,15.7,,41,0.2,104,
28,1000,0,0,14.2,,47,1.5,196,
28,1100,0,0,13.9,,50,0.4,42,
28,1200,0,0,13.9,,50,2,49,
28,1300,0,0,13.8,,51,2.3,71,
28,1400,0,0,13.2,,55,1.1,53,
28,1500,0,0,13.3,,53,1.6,56,
28,1600,0,0,13,,55,1.5,69,
28,1700,0,0,12.5,,58,1.8,65,
28,1800,0,0,12.4,,58,2.3,63,
28,1900,0,0,12.2,,58,1.3,56,
28,2000,0,0,12,,59,1.8,62,
28,2100,0,0,12,,59,1.7,44,
28,2200,0,0,13.4,,53,1.7,63,
28,2300,0,0,14,,52,2.7,83,
29,0,0,0,16.6,,45,1.3,105,
29,100,0,0,18.299999,,41,2,170,
29,200,0,0,18.6,,40,3.1,180,
29,300,0,0,19.1,,36,3.4,175,
29,400,0,0,20.1,,34,2,185,
29,500,0,0,19.5,,36,1.5,295,
29,600,0,0,19,,38,1.6,205,
29,700,0,0,18.5,,40,1.4,184,
29,800,0,0,17.200001,,46,1.3,171,
29,900,0,0,16.1,,53,1,198,
29,1000,0,0,15.1,,55,1.3,187,
29,1100,0,0,14.5,,58,1.1,186,
29,1200,0,0,14.3,,59,0.6,208,
29,1300,0,0,14.9,,53,0.3,223,
29,1400,0,0,14.8,,53,0.7,15,
29,1500,0,0,14.7,,53,0.7,250,
29,1600,0,0,14.2,,56,0.3,68,
29,1700,0,0,13.5,,58,1.1,64,
29,1800,0,0,13.1,,59,1,55,
29,1900,0,0,12.6,,60,0.9,133,
29,2000,0,0,12.6,,61,0.6,55,
29,2100,0,0,12.4,,61,1.3,57,
29,2200,0,0,13.3,,59,0.6,359,
29,2300,0,0,14.2,,56,0.8,59,
30,0,0,0,15.1,,53,0.8,85,
30,100,0,0,17.6,,43,1.9,142,
30,200,0,0,17.200001,,46,1.9,216,
30,300,0,0,17.4,,46,2.1,166,
30,400,0,0,17.9,,45,1.8,166,
30,500,0,0,18.299999,,43,2.2,187,
30,600,0,0,18.700001,,42,1.7,196,
30,700,0,0,17.700001,,47,1.4,165,
30,800,0,0,16.799999,,53,1.3,182,
30,900,0,0,15.8,,59,0.9,189,
30,1000,0,0,15,,62,1.3,184,
30,1100,0,0,14.7,,64,0.9,206,
30,1200,0,0,14.1,,67,1.6,180,
30,1300,0,0,13.4,,72,1,181,
30,1400,0,0,13,,76,1.8,169,
30,1500,0,0,12.7,,79,0.7,180,
30,1600,0,0,12.3,,82,0.3,120,
30,1700,0,0,12.2,,85,0.5,43,
30,1800,0,0,11.5,,86,0.1,24,
30,1900,0,0,11.2,,86,0.6,42,
30,2000,0,0,11,,88,0.7,143,
30,2100,0,0,11,,87,0.7,58,
30,2200,0,0,11.8,,82,1.7,55,
30,2300,0,0,13.7,,74,0.7,359,
31,0,0,0,15.9,,67,0.5,110,
31,100,0,0,17.9,,59,1.1,282,
31,200,0,0,18,,52,1.1,209,
31,300,0,0,19,,52,0.9,273,
31,400,0,0,19.6,,50,2.4,183,
31,500,0,0,19.299999,,35,2.3,224,
31,600,0,0,18.5,,48,2.1,209,
31,700,0,0,17.4,,60,1.6,201,
31,800,0,0,16.4,,65,1.1,207,
31,900,0,0,16.1,,69,1.5,185,
31,1000,0.5,0,15,,79,1.5,193,
31,1100,0,0,15,,81,0.9,110,
31,1200,0,0,14.1,,88,1.1,184,
31,1300,0,0,13.5,,91,1.3,178,
31,1400,0,0,13.3,,91,1.5,179,
31,1500,0,0,13.1,,91,0.6,209,
31,1600,0,0,12.8,,92,0.7,216,
31,1700,0,0,12.8,,86,0.3,192,
31,1800,0,0,12.1,,92,1,203,
31,1900,0,0,12.2,,85,0.4,265,
31,2000,0,0,11.4,,90,1,179,
31,2100,0,0,11.2,,90,0.4,176,
31,2200,0,0,12,,88,1.2,202,
31,2300,0,0,13.2,,79,1.1,128,
 Start : 20211101 ,,,,,,,,,
1,0,0,0,14.3,,70,1.8,43,
1,100,0,0,15.3,,60,1.9,351,
1,200,0,0,16.200001,,56,1.8,220,
1,300,0,0,15.5,,56,1.5,242,
1,400,0,0,16.4,,52,1.7,270,
1,500,0,0,15.3,,56,2.1,277,
1,600,0,0,15.7,,52,2,216,
1,700,0,0,14.7,,58,2.1,216,
1,800,0,0,13.9,,64,1.6,210,
1,900,0,0,13.5,,66,0.8,207,
1,1000,0,0,13.2,,69,0.8,183,
1,1100,0,0,12.6,,74,1,205,
1,1200,0,0,12.1,,76,0.9,188,
1,1300,0,0,11.5,,79,0.9,193,
1,1400,0,0,11.4,,81,1,276,
1,1500,0,0,11,,83,1.2,320,
1,1600,0,0,10.3,,85,0.8,236,
1,1700,0,0,10.2,,84,1,318,
1,1800,0,0,9.7,,85,1,226,
1,1900,0,0,10,,84,0.2,189,
1,2000,0,0,9.8,,86,1,204,
1,2100,0,0,9.5,,87,0.9,169,
1,2200,0,0,10.6,,82,1,167,
1,2300,0,0,12.3,,73,0.9,201,
2,0,0,0,13.1,,68,1.7,327,
2,100,0,0,13.3,,62,1.8,296,
2,200,0,0,14.8,,55,2.4,25,
2,300,0,0,15.5,,52,1.9,47,
2,400,0,0,16,,47,1.1,61,
2,500,0,0,16.1,,39,1.5,272,
2,600,0,0,15.5,,46,1.1,224,
2,700,0,0,14.6,,56,1.6,288,
2,800,0,0,13.8,,61,1.9,297,
2,900,0,0,12.7,,69,0.9,212,
2,1000,0,0,12.8,,67,1.3,202,
2,1100,0,0,12,,73,0.9,184,
2,1200,0,0,11.8,,73,0.7,187,
2,1300,0,0,11.2,,77,1.1,192,
2,1400,0,0,10.7,,80,0.9,199,
2,1500,0,0,10.5,,80,1,200,
2,1600,0,0,10.1,,81,0.9,216,
2,1700,0,0,9.7,,82,0.6,174,
2,1800,0,0,9.7,,83,1.2,186,
2,1900,0,0,9.1,,86,0.7,175,
2,2000,0,0,8.7,,87,1,186,
2,2100,0,0,8.7,,87,1,192,
2,2200,0,0,9.9,,80,0.9,184,
2,2300,0,0,11.9,,72,1.2,195,
3,0,0,0,13.8,,61,2.2,157,
3,100,0,0,15.3,,48,1.2,219,
3,200,0,0,16.200001,,41,1.5,186,
3,300,0,0,16.6,,34,1.4,273,
3,400,0,0,16.4,,42,1.8,358,
3,500,0,0,16.9,,45,1.5,305,
3,600,0,0,16,,52,1.8,223,
3,700,0,0,15.2,,57,1.4,246,
3,800,0,0,14.4,,62,1.4,199,
3,900,0,0,13.9,,65,1.3,196,
3,1000,0,0,13.6,,67,1.2,170,
3,1100,0,0,13.4,,69,0.8,173,
3,1200,0,0,13.4,,70,1,187,
3,1300,0,0,13,,72,1.3,206,
3,1400,0,0,12.4,,79,2,203,
3,1500,0,0,11.7,,83,2.4,211,
3,1600,0,0,11.2,,85,0.3,190,
3,1700,0,0,11,,85,0.2,164,
3,1800,0,0,10.6,,86,0.7,151,
3,1900,0,0,10.2,,88,1,160,
3,2000,0,0,10,,88,1,168,
3,2100,0,0,9.9,,88,0.8,202,
3,2200,0,0,11.3,,82,0.7,155,
3,2300,0,0,12.4,,75,0.9,66,
4,0,0,0,13.7,,71,0.5,90,
4,100,0,0,16,,61,1.1,191,
4,200,0,0,16.200001,,61,1.2,233,
4,300,0,0,15.6,,64,1.9,61,
4,400,0,0,14.6,,76,1.6,202,
4,500,0,0,14.7,,70,2.3,191,
4,600,0,0,15.3,,71,1.2,234,
4,700,0,0,14.5,,78,1.7,241,
4,800,0,0,13.7,,83,1.1,198,
4,900,0,0,13.1,,85,1,187,
4,1000,0,0,12.3,,87,1.3,181,
4,1100,0,0,11.9,,86,1.1,182,
4,1200,0,0,11.6,,86,1,188,
4,1300,0,0,11,,87,1.2,175,
4,1400,0,0,10.8,,87,1.1,188,
4,1500,0,0,10.4,,88,0.1,168,
4,1600,0,0,10.1,,89,0.2,189,
4,1700,0,0,9.8,,89,0.6,177,
4,1800,0,0,9.6,,89,0.4,167,
4,1900,0,0,10,,89,0.8,28,
4,2000,0,0,9.8,,88,0.2,350,
4,2100,0,0,9.6,,88,1,38,
4,2200,0,0,10.4,,83,1.1,58,
4,2300,0,0,12.1,,76,1.4,79,
5,0,0,0,14.2,,66,1.3,56,
5,100,0,0,15.7,,58,1.7,75,
5,200,0,0,17.200001,,51,1.4,60,
5,300,0,0,18.799999,,47,1.2,89,
5,400,0,0,18.700001,,46,1.9,53,
5,500,0,0,20.200001,,30,1.1,93,
5,600,0,0,19.6,,31,1.1,82,
5,700,0,0,18.299999,,34,0.5,88,
5,800,0,0,16.299999,,44,1.1,187,
5,900,0,0,15.3,,49,1.1,180,
5,1000,0,0,14.4,,54,0.6,157,
5,1100,0,0,13.5,,58,1,163,
5,1200,0,0,12.8,,64,0.7,168,
5,1300,0,0,12.4,,66,0.6,188,
5,1400,0,0,12,,69,0.4,159,
5,1500,0,0,12.4,,65,0.9,340,
5,1600,0,0,11.9,,66,0.2,109,
5,1700,0,0,11.8,,65,2,37,
5,1800,0,0,11.2,,68,0.6,161,
5,1900,0,0,11,,68,1,39,
5,2000,0,0,10.5,,69,0.5,137,
5,2100,0,0,10.7,,69,1.3,43,
5,2200,0,0,11.8,,64,0.7,47,
5,2300,0,0,13.7,,58,1.6,102,
6,0,0,0,15.5,,51,1.8,59,
6,100,0,0,17.6,,46,1.4,71,
6,200,0,0,19.200001,,43,1.6,62,
6,300,0,0,20.1,,37,1.8,40,
6,400,0,0,20.799999,,33,1.8,78,
6,500,0,0,20.700001,,28,2.1,60,
6,600,0,0,20.299999,,30,1.3,96,
6,700,0,0,19,,41,1.5,38,
6,800,0,0,18.1,,45,1.4,48,
6,900,0,0,17.1,,50,0.8,55,
6,1000,0,0,15.7,,55,0.2,165,
6,1100,0,0,14.8,,61,0.7,193,
6,1200,0,0,15,,57,0.7,359,
6,1300,0,0,14.6,,58,0.8,127,
6,1400,0,0,13.4,,64,0.6,162,
6,1500,0,0,12.7,,66,0.7,203,
6,1600,0,0,12.3,,66,0.8,167,
6,1700,0,0,11.8,,69,0.7,160,
6,1800,0,0,11.5,,71,0.3,172,
6,1900,0,0,12,,67,0.9,1,
6,2000,0,0,11.8,,67,1.3,61,
6,2100,0,0,11.6,,67,0.9,24,
6,2200,0,0,13,,60,1.7,60,
6,2300,0,0,15.2,,52,2.3,82,
7,0,0,0,16.299999,,50,2.8,88,
7,100,0,0,19.299999,,42,1.9,108,
7,200,0,0,20.299999,,41,3.8,132,
7,300,0,0,20.700001,,38,3.3,124,
7,400,0,0,20.200001,,39,2.9,153,
7,500,0,0,20.299999,,41,1.1,140,
7,600,0,0,20,,41,3.1,142,
7,700,0,0,19.4,,44,1.3,99,
7,800,0,0,18.5,,47,1.3,182,
7,900,0,0,18.299999,,46,1.2,154,
7,1000,0,0,18.4,,43,4.6,156,
7,1100,0,0,17.799999,,42,4.2,151,
7,1200,0,0,17.5,,41,4.8,155,
7,1300,0,0,17.1,,44,4,147,
7,1400,0,0,16.799999,,49,4.9,147,
7,1500,0,0,16.6,,52,5,146,
7,1600,0,0,16.5,,54,4.4,163,
7,1700,0,0,16.6,,58,4.8,162,
7,1800,0,0,16.700001,,59,3.2,165,
7,1900,0,0,16.799999,,59,5.9,152,
7,2000,1.5,1,14.8,,77,4.7,153,
7,2100,8,1,13.5,,90,3.6,188,
7,2200,5,1,12,,90,4,201,
7,2300,4.5,1,9.6,,87,4.3,235,
8,0,6.5,1,7.2,,84,3.2,250,
8,100,2,1,7.4,,89,2.7,198,
8,200,0.5,0,7.3,,80,1.8,318,
8,300,0.5,0,7.4,,74,1.7,269,
8,400,0.5,0,7.6,,77,1.8,281,
8,500,1,0,6.9,,82,2.1,199,
8,600,0.5,0,7.2,,83,2,220,
8,700,0.5,0,6.7,,82,1.5,236,
8,800,0.5,1,6,,80,2.1,290,
8,900,0.5,0,5.7,,80,1.6,278,
8,1000,1,1,5.3,,86,1.5,282,
8,1100,1,1,4.5,,84,1.1,12,
8,1200,0,1,5.1,,82,0.7,228,
8,1300,0.5,0,4.9,,85,0.4,242,
8,1400,0.5,1,4.7,,85,0.6,55,
8,1500,0,0,5.2,,72,2.3,277,
8,1600,0,0,4.9,,68,1.3,304,
8,1700,0,0,4.9,,67,1.9,29,
8,1800,0,0,4.9,,64,1.9,337,
8,1900,0,1,3.9,,77,2.8,176,
8,2000,0,0,3.3,,86,2.4,181,
8,2100,0.5,1,3.5,,87,1.5,194,
8,2200,0.5,1,4,,88,2.1,198,
8,2300,1,0,4,,87,1.9,188,
9,0,0,0,4.4,,87,2.6,192,
9,100,0.5,1,5.5,,85,1.3,193,
9,200,0.5,1,5.4,,86,2.2,189,
9,300,0.5,0,5.7,,83,2,207,
9,400,0.5,1,6,,85,2.4,227,
9,500,0.5,0,6.4,,83,0.8,256,
9,600,1,0,6.7,,82,2.3,195,
9,700,0.5,0,6.5,,83,2.3,201,
9,800,0,0,6.2,,83,2,193,
9,900,0,1,6.1,,80,2.2,232,
9,1000,0,0,6.2,,75,1.8,216,
9,1100,0,0,6.7,,67,1.3,272,
9,1200,0,0,6.4,,69,2.1,286,
9,1300,0,0,4.8,,71,3,216,
9,1400,0.5,0,4,,68,1.9,323,
9,1500,0,0,3.2,,64,3,259,
9,1600,0,0,3.1,,60,2.7,308,
9,1700,0,0,2.7,,65,2.4,319,
9,1800,0,0,2.6,,69,0.7,36,
9,1900,0,0,1.9,,79,1.1,195,
9,2000,0,0,2.4,,75,1.6,191,
9,2100,0,2,2.5,,78,1,56,
9,2200,0,0,2.6,,81,0.6,148,
9,2300,0,0,3.6,,80,0.9,258,
10,0,0,0,4.7,,64,1.9,249,
10,100,0,0,6.2,,58,1.8,260,
10,200,0,0,7.6,,52,2,251,
10,300,0,0,6.8,,57,3,285,
10,400,0,0,7.8,,54,2.1,254,
10,500,0,0,6.8,,55,1.8,262,
10,600,0,0,7.3,,54,1.6,243,
10,700,0,0,6.9,,61,2.2,226,
10,800,0,0,6.5,,66,1.4,226,
10,900,0,0,6.4,,72,2,223,
10,1000,0,0,6.6,,68,1.9,302,
10,1100,0,0,6.2,,67,2.2,267,
10,1200,0,0,6,,67,1.5,281,
10,1300,0,0,5.7,,67,0.9,248,
10,1400,0,0,5.6,,66,1.6,308,
10,1500,0,0,5.4,,66,1.1,248,
10,1600,0,0,5.6,,60,1.7,291,
10,1700,0,0,5,,53,1.9,280,
10,1800,0,0,4.8,,50,1.3,296,
10,1900,0,0,4.7,,48,0.6,282,
10,2000,0,0,4.7,,49,0.7,198,
10,2100,0,0,4.3,,58,1.8,193,
10,2200,0,0,5.3,,49,2.4,193,
10,2300,0,0,7.6,,46,1.7,154,
11,0,0,0,8.4,,51,1.4,225,
11,100,0,0,9.4,,51,3,210,
11,200,0,0,9.8,,46,2.2,269,
11,300,0,0,9.6,,41,2.1,257,
11,400,0,0,9.1,,45,3.7,296,
11,500,0,0,8.8,,48,3.3,281,
11,600,0,0,8.6,,50,3.6,266,
11,700,0,0,8,,50,1.7,254,
11,800,0,0,7.4,,54,1.6,297,
11,900,0,0,6.9,,54,1.9,300,
11,1000,0,0,6.3,,55,1.1,298,
11,1100,0,0,5.8,,58,2.1,299,
11,1200,0,0,5.3,,62,1.4,283,
11,1300,0,0,5.1,,57,1.8,264,
11,1400,0,0,4.6,,61,1.7,298,
11,1500,0,0,4.3,,60,1.5,299,
11,1600,0,0,4.5,,61,1,301,
11,1700,0,0,4.2,,60,1.4,270,
11,1800,0,0,4,,62,1.4,294,
11,1900,0,0,3.8,,55,1.8,299,
11,2000,0,0,3.2,,56,1.1,218,
11,2100,0,0,3.3,,52,0.9,183,
11,2200,0,0,4.6,,46,1.4,36,
11,2300,0,0,5.7,,40,1.6,309,
12,0,0,0,6.6,,38,2.6,31,
12,100,0,0,7.3,,39,2.4,356,
12,200,0,0,8.1,,37,1.7,294,
12,300,0,0,8.3,,34,2.9,302,
12,400,0,0,8.7,,37,3.3,99,
12,500,0,0,8,,38,2.7,328,
12,600,0,0,8,,39,1.5,288,
12,700,0,0,7.6,,40,1.9,265,
12,800,0,0,7.3,,42,1.4,290,
12,900,0,0,7,,43,1.4,308,
12,1000,0,0,6.7,,45,1.3,308,
12,1100,0,0,6,,48,0.3,107,
12,1200,0,0,5.3,,56,1,177,
12,1300,0,0,4.9,,60,1,195,
12,1400,0,0,4.3,,63,1.3,187,
12,1500,0,0,3.9,,65,1,197,
12,1600,0,0,3.3,,66,1.7,185,
12,1700,0,0,2.9,,66,1.2,180,
12,1800,0,0,3.5,,66,0.7,200,
12,1900,0,0,3,,68,1.3,199,
12,2000,0,0,3,,70,0.5,187,
12,2100,0,0,3.2,,68,0,200,
12,2200,0,0,4.2,,60,0.5,46,
12,2300,0,0,5.8,,56,1,43,
13,0,0,0,7.9,,50,0.9,359,
13,100,0,0,10.5,,44,0.8,53,
13,200,0,0,11.9,,46,1.2,273,
13,300,0,0,12.5,,48,1.3,191,
13,400,0,0,12.8,,53,1.7,225,
13,500,0,0,13.8,,51,1.6,178,
13,600,0,0,13.4,,51,2.3,200,
13,700,0,0,12.3,,57,2.4,207,
13,800,0,0,11.4,,61,1.2,207,
13,900,0,0,10.8,,66,1.9,175,
13,1000,0,0,10.3,,68,1.6,186,
13,1100,0,0,9.9,,69,1.6,174,
13,1200,0,0,10.3,,67,0.8,191,
13,1300,0,0,11,,63,2.6,187,
13,1400,0,0,10.9,,63,2.5,191,
13,1500,0,0,10.6,,65,1.8,194,
13,1600,0,0,10.7,,66,1.5,222,
13,1700,0,0,10.7,,67,1.6,274,
13,1800,0,0,10.1,,69,0.7,228,
13,1900,0,0,10.1,,70,1.8,200,
13,2000,0,0,10.1,,71,1.5,203,
13,2100,0,0,10.3,,71,2.4,192,
13,2200,0,0,10.4,,71,1.5,225,
13,2300,0,0,11.6,,67,1.4,200,
14,0,0,0,12.8,,63,2,192,
14,100,0,0,15.5,,55,1.1,199,
14,200,0,0,16.200001,,44,2.2,240,
14,300,0,0,16,,38,3.3,239,
14,400,0,0,16.1,,40,2.8,239,
14,500,0,0,16,,41,2.8,204,
14,600,0,0,15.4,,45,2.7,201,
14,700,0,0,14.4,,53,1.7,221,
14,800,0,0,13.7,,59,0.7,213,
14,900,0,0,12.9,,65,1.1,208,
14,1000,0,0,12.4,,65,1.6,209,
14,1100,0,0,11.3,,71,0.7,165,
14,1200,0,0,10.9,,76,1.2,186,
14,1300,0,0,10.4,,79,1.4,185,
14,1400,0,0,10.1,,80,0.8,189,
14,1500,0,0,9.4,,83,0.9,196,
14,1600,0,0,8.9,,84,0.8,209,
14,1700,0,0,8.3,,86,1.1,192,
14,1800,0,0,7.9,,87,0.9,188,
14,1900,0,0,7.6,,88,1.2,190,
14,2000,0,0,7.4,,88,0.6,190,
14,2100,0,0,7.1,,87,1.3,175,
14,2200,0,0,8.6,,80,0.1,192,
14,2300,0,0,10.5,,72,0.8,188,
15,0,0,0,13,,55,1.1,142,
15,100,0,0,14.1,,43,1,206,
15,200,0,0,14.2,,39,1,272,
15,300,0,0,14.4,,39,1.2,336,
15,400,0,0,15.6,,39,1,197,
15,500,0,0,14.9,,39,1.3,345,
15,600,0,0,14.7,,39,1.2,243,
15,700,0,0,13.2,,53,1.3,213,
15,800,0,0,12.8,,53,1.7,308,
15,900,0,0,12.5,,58,1.4,302,
15,1000,0,0,11.3,,64,0.7,178,
15,1100,0,0,10.7,,69,0.9,187,
15,1200,0,0,10.2,,71,0.7,203,
15,1300,0,0,9.6,,75,1.4,196,
15,1400,0,0,9,,77,1.3,187,
15,1500,0,0,8.5,,79,1.1,181,
15,1600,0,0,8.3,,80,1,155,
15,1700,0,0,8,,82,0.4,230,
15,1800,0,0,7.7,,69,2.2,313,
15,1900,0,0,7.3,,70,1,333,
15,2000,0,0,6.4,,73,0.8,228,
15,2100,0,0,6.1,,75,0.3,219,
15,2200,0,0,7.1,,72,0.6,167,
15,2300,0,0,8.6,,64,1,92,
16,0,0,0,10.5,,47,1.1,149,
16,100,0,0,11.9,,35,1.1,51,
16,200,0,0,13,,29,1.4,287,
16,300,0,0,13.2,,31,1.8,291,
16,400,0,0,13.4,,31,1.8,303,
16,500,0,0,13.5,,32,1.5,253,
16,600,0,0,12.7,,36,1.5,230,
16,700,0,0,11.3,,45,1.6,232,
16,800,0,0,10.6,,60,1.9,238,
16,900,0,0,10.1,,57,0.9,218,
16,1000,0,0,9.6,,61,1.2,196,
16,1100,0,0,9,,64,1.2,197,
16,1200,0,0,8.6,,68,1.1,202,
16,1300,0,0,8.1,,71,1,173,
16,1400,0,0,7.8,,66,1.1,177,
16,1500,0,0,7.1,,68,2.1,185,
16,1600,0,0,6.5,,69,1.4,187,
16,1700,0,0,6.1,,68,1,202,
16,1800,0,0,5.1,,74,1.3,189,
16,1900,0,0,4.6,,73,1.3,190,
16,2000,0,0,4.5,,75,1,177,
16,2100,0,0,3.9,,77,1.5,197,
16,2200,0,0,5.5,,69,1.1,186,
16,2300,0,0,7.5,,61,0.9,180,
17,0,0,0,8.9,,52,1.8,155,
17,100,0,0,10,,46,1,68,
17,200,0,0,11.3,,37,0.9,293,
17,300,0,0,11.9,,32,1.3,195,
17,400,0,0,12.4,,33,2.2,200,
17,500,0,0,12.1,,44,2.1,216,
17,600,0,0,11.4,,34,1.7,261,
17,700,0,0,10.4,,44,1.5,227,
17,800,0,0,9.9,,45,0.7,239,
17,900,0,0,9.6,,48,1.5,161,
17,1000,0,0,9,,53,1.6,173,
17,1100,0,0,8.5,,54,1.5,187,
17,1200,0,0,8.9,,54,1,197,
17,1300,0,0,9.5,,52,1.8,189,
17,1400,0,0,9.3,,53,1.9,205,
17,1500,0,0,9.2,,56,1.6,193,
17,1600,0,0,9.5,,57,1.9,184,
17,1700,0,0,9.7,,60,0.4,197,
17,1800,0,0,10,,60,2.6,202,
17,1900,0,0,9.7,,65,1.8,209,
17,2000,0,0,9.7,,65,2.3,199,
17,2100,0,0,9.6,,67,3.3,192,
17,2200,0,1,10.2,,71,1.6,227,
17,2300,0,0,11.3,,68,2.6,184,
18,0,0,0,11.7,,68,2.5,210,
18,100,0,0,13.2,,66,2.6,188,
18,200,0,0,14.6,,65,1.9,195,
18,300,0,0,15.4,,68,3.3,205,
