날짜,시간,강수,강수형태,기온,뇌전,습도,풍속,풍향,하늘상태
 format: day,hour,value location:58_125 Start : 20210601 ,,,,,,,
1,0,0,0,21.700001,-1,70,2,202,-1
1,100,0,0,23.5,-1,68,1.2,243,-1
1,200,0,0,24.299999,-1,60,2.9,198,-1
1,300,0,0,25.200001,-1,57,2.6,215,-1
1,400,0,0,23.9,-1,64,2.2,215,-1
1,500,0,0,24.299999,-1,62,1.5,188,-1
1,600,0,0,22.799999,-1,67,1.4,247,-1
1,700,0,0,23.700001,-1,68,1.5,185,-1
1,800,0,0,23.299999,-1,64,0.6,225,-1
1,900,0,0,23.1,-1,65,1.2,270,-1
1,1000,0,0,22.4,-1,74,1.6,339,-1
1,1100,0,0,21.700001,-1,79,1.1,32,-1
1,1200,0,0,21.200001,-1,85,1.1,85,-1
1,1300,0,0,20.9,-1,86,0.6,44,-1
1,1400,0,0,20.5,-1,90,0.7,58,-1
1,1500,0,0,20,-1,94,1.5,16,-1
1,1600,0,0,19.200001,-1,95,0.7,50,-1
1,1700,0,0,18.700001,-1,95,0.9,37,-1
1,1800,0,0,18.4,-1,95,0.2,131,-1
1,1900,0,0,18.200001,-1,95,0.3,7,-1
1,2000,0,0,18.700001,-1,95,0.1,195,-1
1,2100,0,0,20.799999,-1,95,0.5,96,-1
1,2200,0,0,22.700001,-1,77,0.4,127,-1
1,2300,0,0,24.9,-1,64,0.8,36,-1
2,0,0,0,26.5,-1,58,1.5,173,-1
2,100,0,0,27.4,-1,48,1.2,192,-1
2,200,0,0,28.6,-1,40,2.3,219,-1
2,300,0,0,28.5,-1,42,2.9,188,-1
2,400,0,0,29.4,-1,39,1.4,191,-1
2,500,0,0,29,-1,37,1.5,259,-1
2,600,0,0,29.1,-1,40,2.8,204,-1
2,700,0,0,28.5,-1,42,2.2,233,-1
2,800,0,0,27.6,-1,42,2.4,208,-1
2,900,0,0,26,-1,44,1.7,202,-1
2,1000,0,0,24.200001,-1,53,1.4,200,-1
2,1100,0,0,23.1,-1,65,1.8,199,-1
2,1200,0,0,22.799999,-1,73,1.3,205,-1
2,1300,0,0,22.299999,-1,79,0.7,231,-1
2,1400,0,0,22,-1,82,1.3,181,-1
2,1500,0,0,21.299999,-1,86,0.6,211,-1
2,1600,0,0,21.200001,-1,88,0.6,187,-1
2,1700,0,0,21.1,-1,90,0.9,178,-1
2,1800,0,0,20.299999,-1,91,0.7,178,-1
2,1900,0,0,20.200001,-1,91,0.5,200,-1
2,2000,0,0,20.299999,-1,91,1.4,163,-1
2,2100,0,0,22.1,-1,90,0.1,183,-1
2,2200,0,0,23.1,-1,75,2.1,148,-1
2,2300,0,0,23,-1,68,3.3,188,-1
3,0,0,0,22.799999,-1,70,2.1,185,-1
3,100,0,0,23.700001,-1,66,2.8,173,-1
3,200,0,0,23.1,-1,66,2.5,195,-1
3,300,2,1,19.799999,-1,90,0.6,187,-1
3,400,2.5,1,19.1,-1,95,0.5,302,-1
3,500,-1,-1,-50,-1,-1,-1,-1,-1
3,600,4.5,1,18.700001,-1,95,1.2,259,-1
3,700,4,1,18.6,-1,95,1.1,198,-1
3,800,2,1,18.9,-1,95,0.4,310,-1
3,900,1.5,1,18.799999,-1,95,0.9,233,-1
3,1000,1,1,18.5,-1,95,1.1,212,-1
3,1100,6,0,15.3,-1,95,2.6,3,-1
3,1200,0.5,0,15.3,-1,95,2.1,46,-1
3,1300,1,0,15.3,-1,95,1.2,88,-1
3,1400,0,0,15.7,-1,95,1.1,348,-1
3,1500,0,0,16,-1,95,1.5,317,-1
3,1600,0,0,15,-1,95,0.7,292,-1
3,1700,0,0,14.7,-1,95,1,208,-1
3,1800,0,0,14.3,-1,95,1.3,182,-1
3,1900,0,0,14.3,-1,95,1.6,184,-1
3,2000,0,0,14.5,-1,95,1.4,184,-1
3,2100,0,0,15.4,-1,95,1.2,182,-1
3,2200,0,0,16.4,-1,95,1.7,216,-1
3,2300,0,0,17.700001,-1,84,2,176,-1
4,0,0,0,18.700001,-1,77,2.4,188,-1
4,100,0,0,19.200001,-1,73,2.9,197,-1
4,200,0,0,20.5,-1,62,3.4,205,-1
4,300,0,0,21.299999,-1,52,3.4,208,-1
4,400,0,0,23,-1,46,2.9,244,-1
4,500,0,0,22.9,-1,40,3.1,224,-1
4,600,0,0,22.799999,-1,40,2.5,222,-1
4,700,0,0,22.299999,-1,45,3.2,235,-1
4,800,0,0,21.5,-1,52,2.3,214,-1
4,900,0,0,21.1,-1,53,2.8,220,-1
4,1000,0,0,20.299999,-1,64,2.5,202,-1
4,1100,0,0,19.4,-1,70,2.3,186,-1
4,1200,0,0,18.6,-1,75,2.6,183,-1
4,1300,0,0,18.1,-1,82,1.3,179,-1
4,1400,0,0,17.700001,-1,85,1.9,183,-1
4,1500,0,0,17.9,-1,86,2.7,185,-1
4,1600,0,0,18.299999,-1,82,3.6,189,-1
4,1700,0,0,17.799999,-1,78,3.6,193,-1
4,1800,0,0,17.5,-1,81,2.4,180,-1
4,1900,0,0,17.799999,-1,79,2.8,184,-1
4,2000,0,0,17.9,-1,80,2.5,188,-1
4,2100,0,0,18.1,-1,82,3,183,-1
4,2200,0,0,18.1,-1,83,2.3,184,-1
4,2300,0,0,18.4,-1,85,2.3,188,-1
5,0,0,0,20.1,-1,84,2.9,182,-1
5,100,0,0,22.700001,-1,75,2.3,177,-1
5,200,0,0,23.299999,-1,71,2.5,207,-1
5,300,0,0,24.6,-1,71,2.9,204,-1
5,400,0,0,24.4,-1,62,3.1,224,-1
5,500,0,0,25,-1,55,3.5,214,-1
5,600,0,0,24.5,-1,65,3.3,227,-1
5,700,0,0,24.4,-1,61,3,237,-1
5,800,0,0,23.6,-1,59,2.8,228,-1
5,900,0,0,22.799999,-1,64,2.7,220,-1
5,1000,0,0,21.799999,-1,67,2.2,227,-1
5,1100,0,0,20.6,-1,83,2.4,182,-1
5,1200,0,0,20,-1,89,2.7,197,-1
5,1300,0,0,19.6,-1,94,2.1,200,-1
5,1400,0,0,19.1,-1,95,1.1,202,-1
5,1500,0,0,19.1,-1,95,2.9,192,-1
5,1600,0,0,19,-1,95,2.9,191,-1
5,1700,0,0,19.200001,-1,95,2,196,-1
5,1800,0,0,19.299999,-1,94,0.9,183,-1
5,1900,0,0,19.5,-1,93,1,186,-1
5,2000,0,0,19.6,-1,93,2,154,-1
5,2100,0,0,20.1,-1,90,2.7,161,-1
5,2200,0,0,21.5,-1,84,0.9,201,-1
5,2300,0,0,21.6,-1,81,2.3,151,-1
6,0,0,0,22.799999,-1,77,2,183,-1
6,100,0,0,23.9,-1,69,2.6,164,-1
6,200,0,0,25.1,-1,66,1.8,174,-1
6,300,0,0,26.5,-1,61,2.6,186,-1
6,400,0,0,27,-1,57,1.3,173,-1
6,500,0,0,27.5,-1,58,2.5,158,-1
6,600,0,0,27,-1,61,2.5,221,-1
6,700,0,0,26.9,-1,65,2.2,230,-1
6,800,0,0,25.799999,-1,71,1.6,224,-1
6,900,0,0,24.4,-1,75,1.5,258,-1
6,1000,0,0,23,-1,78,1.4,241,-1
6,1100,0,0,22.4,-1,81,1.5,253,-1
6,1200,0,0,21.799999,-1,82,1.2,220,-1
6,1300,0,0,21.1,-1,84,1.8,194,-1
6,1400,0,0,20.799999,-1,88,1.7,154,-1
6,1500,0,0,20.4,-1,89,2.1,164,-1
6,1600,0,0,19.799999,-1,91,2.6,186,-1
6,1700,0,0,19.700001,-1,91,1,206,-1
6,1800,0,0,20,-1,91,0.5,199,-1
6,1900,0,0,20.200001,-1,88,1.2,193,-1
6,2000,0,0,20.6,-1,84,0.9,182,-1
6,2100,0,0,21.1,-1,80,1.4,200,-1
6,2200,0,0,21.5,-1,78,2.2,189,-1
6,2300,0,0,21.6,-1,72,2.3,176,-1
7,0,0,0,22,-1,70,2.6,164,-1
7,100,0,0,22.200001,-1,66,3,171,-1
7,200,0,0,22.299999,-1,67,1,257,-1
7,300,0,0,21.799999,-1,82,0.7,236,-1
7,400,0,0,23.700001,-1,61,0.7,294,-1
7,500,0,0,23.9,-1,62,2.5,153,-1
7,600,0,0,24.700001,-1,60,1.5,117,-1
7,700,0,0,24.9,-1,58,0.9,104,-1
7,800,0,0,25,-1,66,0.8,321,-1
7,900,0,0,23.6,-1,71,2.1,19,-1
7,1000,0,0,23.1,-1,77,1.2,30,-1
7,1100,0,0,22.299999,-1,82,1.4,135,-1
7,1200,0,0,21.5,-1,86,1.3,164,-1
7,1300,0,0,21.5,-1,87,0.6,184,-1
7,1400,0,0,21.4,-1,88,0.7,186,-1
7,1500,0,0,20.6,-1,91,1,173,-1
7,1600,0,0,20.6,-1,91,0.5,179,-1
7,1700,0,1,20.4,-1,91,0.5,151,-1
7,1800,0,0,20.200001,-1,95,0.3,44,-1
7,1900,0,0,19.700001,-1,95,1.2,189,-1
7,2000,0,0,20.299999,-1,95,0.2,193,-1
7,2100,0,0,21.1,-1,92,0.2,45,-1
7,2200,0,0,23.299999,-1,75,0.3,125,-1
7,2300,0,0,25.1,-1,71,2,157,-1
8,0,0,0,25.700001,-1,68,1.2,258,-1
8,100,0,0,27.299999,-1,65,1.8,188,-1
8,200,0,0,28.1,-1,59,2.2,150,-1
8,300,0,0,28.700001,-1,69,1.7,218,-1
8,400,0,0,27.1,-1,70,0.9,356,-1
8,500,0,0,27.4,-1,69,1.5,220,-1
8,600,0,0,27.9,-1,71,1.8,205,-1
8,700,0,0,26,-1,77,1.8,336,-1
8,800,0,0,25.9,-1,79,1.6,229,-1
8,900,0,0,25.6,-1,78,1.3,237,-1
8,1000,0,0,25,-1,82,1.4,223,-1
8,1100,0,0,23.1,-1,85,1,240,-1
8,1200,0,0,23,-1,86,1.2,331,-1
8,1300,0,0,22.5,-1,90,1.2,325,-1
8,1400,0,0,22.4,-1,92,0.9,347,-1
8,1500,0,0,22.200001,-1,93,0.3,50,-1
8,1600,0,0,22.299999,-1,94,0.8,53,-1
8,1700,0,0,22.200001,-1,95,0.4,357,-1
8,1800,0,0,22.200001,-1,95,1,7,-1
8,1900,0,0,22.1,-1,95,0.9,80,-1
8,2000,0,0,22.1,-1,95,0.4,43,-1
8,2100,0,0,22.4,-1,93,1.3,33,-1
8,2200,0,0,24.6,-1,71,0.8,180,-1
8,2300,0,0,27.1,-1,64,0.8,83,-1
9,0,0,0,26.4,-1,63,1.8,238,-1
9,100,0,0,29.4,-1,59,1,252,-1
9,200,0,0,31,-1,38,2.2,188,-1
9,300,0,0,30.6,-1,41,2,181,-1
9,400,0,0,31.4,-1,42,1.4,213,-1
9,500,0,0,31.6,-1,38,1.7,205,-1
9,600,0,0,32,-1,48,1.1,269,-1
9,700,0,0,31.6,-1,49,1.8,355,-1
9,800,0,0,31.299999,-1,49,1.2,348,-1
9,900,0,0,30.200001,-1,54,0.9,306,-1
9,1000,0,0,29.200001,-1,64,1.4,206,-1
9,1100,0,0,28.299999,-1,70,0.6,174,-1
9,1200,0,0,27.200001,-1,75,0.8,174,-1
9,1300,0,0,26.4,-1,79,0.9,188,-1
9,1400,0,0,25.6,-1,83,0.8,207,-1
9,1500,0,0,24.5,-1,86,1.4,177,-1
9,1600,0,0,24.1,-1,83,2.3,186,-1
9,1700,0,0,23.6,-1,81,1.2,190,-1
9,1800,0,0,23.299999,-1,82,1,201,-1
9,1900,0,0,23.5,-1,82,0.7,209,-1
9,2000,0,0,23.6,-1,85,0.2,175,-1
9,2100,0,0,24.200001,-1,85,0.5,177,-1
9,2200,0,0,25.700001,-1,77,0.7,90,-1
9,2300,0,0,27.4,-1,70,1.6,69,-1
10,0,0,0,28.700001,-1,67,2.3,140,-1
10,100,0,0,29.5,-1,54,2.9,151,-1
10,200,0,0,29.700001,-1,52,2.9,167,-1
10,300,0,0,30,-1,49,3.6,175,-1
10,400,0,0,29.799999,-1,47,3,188,-1
10,500,0,0,29.6,-1,53,2.6,227,-1
10,600,0,0,28.200001,-1,53,2,210,-1
10,700,0,0,27.6,-1,57,2,187,-1
10,800,0,0,26.200001,-1,67,1.7,223,-1
10,900,0,1,25.200001,-1,88,1.3,57,-1
10,1000,0,0,24.799999,-1,90,1,158,-1
10,1100,0.5,0,24.4,-1,88,1.8,192,-1
10,1200,1,0,23.6,-1,93,3,133,-1
10,1300,4,1,20.799999,-1,92,2.9,183,-1
10,1400,2,1,20.9,-1,95,4.4,154,-1
10,1500,1.5,1,20.799999,-1,95,7.8,173,-1
10,1600,0.5,1,20.6,-1,95,4,181,-1
10,1700,4,1,20.1,-1,95,3.4,188,-1
10,1800,0,0,21.1,-1,95,3.5,186,-1
10,1900,0,0,21,-1,95,1.7,194,-1
10,2000,0,0,20.799999,-1,95,2.3,186,-1
10,2100,0,0,20.9,-1,95,2.1,194,-1
10,2200,0,0,20.6,-1,95,2.3,234,-1
10,2300,0,0,20.4,-1,95,2.1,248,-1
11,0,0,0,21.200001,-1,94,1.6,226,-1
11,100,0,0,21.700001,-1,86,2.2,235,-1
11,200,0,0,22.1,-1,82,2.3,230,-1
11,300,0,0,22,-1,81,1.9,230,-1
11,400,0,0,23.4,-1,79,1.6,220,-1
11,500,0,0,23.6,-1,77,1.9,195,-1
11,600,0,0,24.6,-1,74,2.3,205,-1
11,700,0,0,24.1,-1,74,1.8,224,-1
11,800,0,0,24,-1,74,2.1,207,-1
11,900,0,0,23.5,-1,78,1.9,203,-1
11,1000,0,0,22.6,-1,87,1.5,224,-1
11,1100,0,0,21.6,-1,89,1.5,221,-1
11,1200,0,0,21.700001,-1,92,1.3,288,-1
11,1300,0,0,20.6,-1,95,1.8,348,-1
11,1400,0,0,20.6,-1,95,0.7,316,-1
11,1500,0,0,20.299999,-1,95,0.6,118,-1
11,1600,0,0,20.6,-1,95,1.3,0,-1
11,1700,0,0,20.299999,-1,95,1.1,23,-1
11,1800,0,0,19.799999,-1,95,0.8,56,-1
11,1900,0,0,20.1,-1,95,0.9,355,-1
11,2000,0,0,20.5,-1,95,1.9,356,-1
11,2100,0,0,20.299999,-1,95,1.9,351,-1
11,2200,0,0,21,-1,95,1.1,30,-1
11,2300,0,0,23.1,-1,89,2.4,65,-1
12,0,0,0,25.4,-1,72,2.2,60,-1
12,100,0,0,26.4,-1,70,1.9,46,-1
12,200,0,0,29.299999,-1,60,1.5,354,-1
12,300,0,0,29.700001,-1,60,1.2,39,-1
12,400,0,0,30.9,-1,57,2,129,-1
12,500,0,0,28.6,-1,51,3.4,206,-1
12,600,0,0,28.9,-1,60,2.5,196,-1
12,700,0,0,28,-1,64,2,213,-1
12,800,0,0,27.1,-1,71,2.7,202,-1
12,900,0,0,26.5,-1,73,1.5,215,-1
12,1000,0,0,26.1,-1,78,1.3,219,-1
12,1100,0,0,24.799999,-1,84,1.2,199,-1
12,1200,0,0,24,-1,87,1.1,229,-1
12,1300,0,0,23.6,-1,89,0.8,234,-1
12,1400,0,0,22.9,-1,90,0.9,224,-1
12,1500,0,0,22.5,-1,92,1.1,213,-1
12,1600,0,0,22.1,-1,94,0.4,196,-1
12,1700,0,0,21.9,-1,95,0.7,190,-1
12,1800,0,0,21.4,-1,95,0.7,228,-1
12,1900,0,0,21,-1,95,0.9,206,-1
12,2000,0,0,21,-1,95,0.6,201,-1
12,2100,0,0,20.799999,-1,95,0.9,278,-1
12,2200,0,0,21.6,-1,91,1.1,286,-1
12,2300,0,0,22.6,-1,83,1.7,274,-1
13,0,0,0,24.6,-1,82,1.6,272,-1
13,100,0,0,26,-1,76,1.9,268,-1
13,200,0,0,27.5,-1,71,2.2,240,-1
13,300,0,0,28.6,-1,66,3,201,-1
13,400,0,0,27.9,-1,65,2.5,238,-1
13,500,0,0,28.700001,-1,60,2.3,199,-1
13,600,0,0,28.4,-1,60,2.2,208,-1
13,700,0,0,27.700001,-1,63,3.3,206,-1
13,800,0,0,26.1,-1,67,2.7,209,-1
13,900,0,0,25.4,-1,71,1.8,208,-1
13,1000,0,0,25,-1,77,1.4,220,-1
13,1100,0,0,23.6,-1,83,1.5,201,-1
13,1200,0,0,22.6,-1,85,1.5,282,-1
13,1300,0,0,21.6,-1,90,1,267,-1
13,1400,0,0,20.4,-1,93,0.8,197,-1
13,1500,0,0,20,-1,95,0.7,265,-1
13,1600,0,0,19,-1,95,1,222,-1
13,1700,0,0,18.299999,-1,95,1.3,209,-1
13,1800,0,0,18.200001,-1,95,1.6,196,-1
13,1900,0,0,17.5,-1,95,1,277,-1
13,2000,0,0,17.4,-1,95,1.3,256,-1
13,2100,0,0,18.9,-1,95,0.7,227,-1
13,2200,0,0,22.200001,-1,92,0.6,21,-1
13,2300,0,0,25,-1,76,1,66,-1
14,0,0,0,27.200001,-1,67,0.8,42,-1
14,100,0,0,27.700001,-1,62,0.8,33,-1
14,200,0,0,29,-1,60,1.7,196,-1
14,300,0,0,28.4,-1,65,1.5,247,-1
14,400,0,0,28.9,-1,62,2.3,264,-1
14,500,0,0,28.6,-1,62,1.9,220,-1
14,600,0,0,27.700001,-1,63,2.5,207,-1
14,700,0,0,27,-1,65,2.6,236,-1
14,800,0,0,25.6,-1,69,1.8,256,-1
14,900,0,0,24.799999,-1,72,1.8,222,-1
14,1000,0,0,24.200001,-1,71,1.6,207,-1
14,1100,0,0,22.799999,-1,75,1.8,191,-1
14,1200,0,0,22.6,-1,78,1.6,193,-1
14,1300,0,0,23,-1,79,1.1,225,-1
14,1400,0,0,22.5,-1,80,1.1,233,-1
14,1500,0,0,22.5,-1,80,0.8,204,-1
14,1600,0,0,22.6,-1,83,0.4,237,-1
14,1700,0,0,21.9,-1,84,0.9,245,-1
14,1800,0,0,21.799999,-1,85,1.1,246,-1
14,1900,0,0,22.299999,-1,85,0,7,-1
14,2000,0,0,22.299999,-1,82,0.9,229,-1
14,2100,0,0,22.700001,-1,83,1.8,69,-1
14,2200,0,0,22.9,-1,86,0.9,78,-1
14,2300,0,0,22.9,-1,92,0.8,111,-1
15,0,0,0,22.6,-1,93,2.5,87,-1
15,100,0.5,0,22.6,-1,92,3,57,-1
15,200,0.5,0,22.6,-1,90,2.4,87,-1
15,300,0,0,23,-1,87,1.9,72,-1
15,400,0,0,23.299999,-1,87,2.1,64,-1
15,500,0,0,23.6,-1,83,2.3,69,-1
15,600,0,0,25.1,-1,74,2.7,109,-1
15,700,0,0,25.1,-1,72,3.6,75,-1
15,800,0,0,25,-1,73,2.4,72,-1
15,900,0,0,24.799999,-1,73,2.6,57,-1
15,1000,0,0,24.299999,-1,76,2,41,-1
15,1100,0,0,24.1,-1,77,1.7,58,-1
15,1200,0,0,23.799999,-1,72,1.9,47,-1
15,1300,0,0,23.200001,-1,71,1.7,35,-1
15,1400,0,0,22.9,-1,71,2.1,43,-1
15,1500,0,0,22.5,-1,72,2.4,61,-1
15,1600,0,0,22.299999,-1,73,2.7,63,-1
15,1700,0,0,22.1,-1,75,2.4,52,-1
15,1800,0,0,21.9,-1,76,1.9,34,-1
15,1900,0,0,22.1,-1,76,2.5,46,-1
15,2000,0,0,22.6,-1,75,2.5,42,-1
15,2100,0,0,23.4,-1,72,3,48,-1
15,2200,0,0,24.4,-1,64,4.8,61,-1
15,2300,0,0,25.700001,-1,58,2.9,31,-1
16,0,0,0,25.9,-1,56,4.2,41,-1
16,100,0,0,26.5,-1,54,3.5,47,-1
16,200,0,0,27.799999,-1,50,3.6,61,-1
16,300,0,0,28.700001,-1,48,2.9,56,-1
16,400,0,0,29,-1,48,2.7,91,-1
16,500,0,0,29.700001,-1,45,2.9,116,-1
16,600,0,0,29,-1,46,2.6,104,-1
16,700,0,0,28.5,-1,46,3.2,97,-1
16,800,0,0,27.6,-1,50,3.2,70,-1
16,900,0,0,26.6,-1,53,3.1,66,-1
16,1000,0,0,25.299999,-1,56,3.2,71,-1
16,1100,0,0,24.4,-1,59,2.5,76,-1
16,1200,0,0,23.700001,-1,61,3.8,78,-1
16,1300,0,0,23,-1,62,3,83,-1
16,1400,0,0,22.200001,-1,63,2.1,118,-1
16,1500,0,0,21.799999,-1,64,2.7,87,-1
16,1600,0,0,21.799999,-1,65,3.2,70,-1
16,1700,0,0,21.299999,-1,66,1.9,49,-1
16,1800,0,0,20.799999,-1,69,1.1,83,-1
16,1900,0,0,20.700001,-1,69,2.5,70,-1
16,2000,0,0,20.700001,-1,68,3,73,-1
16,2100,0,0,21.1,-1,69,2.1,53,-1
16,2200,0,0,21.9,-1,68,1.6,65,-1
16,2300,0,0,22.4,-1,67,1.6,69,-1
17,0,0,0,23.6,-1,67,1.5,108,-1
17,100,0,0,24.4,-1,66,1,49,-1
17,200,0,0,24.299999,-1,65,1.9,200,-1
17,300,0,0,24,-1,68,2.5,155,-1
17,400,0,0,24.799999,-1,69,2.2,175,-1
17,500,0,0,24.299999,-1,71,2.1,180,-1
17,600,0,0,23.299999,-1,80,2.6,192,-1
17,700,0,0,23.200001,-1,81,1.9,183,-1
17,800,0,0,23.1,-1,82,2.5,176,-1
17,900,0,0,22.6,-1,86,0.8,201,-1
17,1000,0,0,21.5,-1,88,1.2,197,-1
17,1100,0,0,21.5,-1,91,1.3,212,-1
17,1200,0,0,21.299999,-1,93,1.7,232,-1
17,1300,0,0,20.799999,-1,94,0.9,222,-1
17,1400,0,0,20.299999,-1,95,1.6,219,-1
17,1500,0,0,20.1,-1,92,1.7,203,-1
17,1600,0,0,20.1,-1,92,1.3,182,-1
17,1700,0,0,19.700001,-1,95,1.3,218,-1
17,1800,0.5,1,19.4,-1,95,0.7,181,-1
17,1900,1.5,1,19.200001,-1,95,1.3,221,-1
17,2000,1.5,1,19,-1,95,1.6,218,-1
17,2100,1,1,19.200001,-1,95,1.8,191,-1
17,2200,1,1,19.5,-1,95,1.9,181,-1
17,2300,1.5,1,19.700001,-1,95,2,189,-1
18,0,0.5,0,20,-1,95,2.6,188,-1
18,100,0.5,1,20.299999,-1,95,1.4,190,-1
18,200,0.5,0,20,-1,95,2.3,208,-1
18,300,0,0,20.4,-1,95,1.6,186,-1
18,400,0,0,20.5,-1,95,1.8,241,-1
18,500,0,0,20.9,-1,95,1.9,201,-1
18,600,0,0,20.799999,-1,91,2.4,216,-1
18,700,0,0,21.200001,-1,89,2,223,-1
18,800,0,0,21,-1,89,1.3,204,-1
18,900,0,0,20.200001,-1,90,2.1,211,-1
18,1000,0,0,19.799999,-1,91,2.1,224,-1
18,1100,0,0,19.9,-1,91,1.8,177,-1
18,1200,0,0,19.6,-1,92,1.8,233,-1
18,1300,0,0,19,-1,95,1.1,217,-1
18,1400,0,0,19.1,-1,95,0.5,211,-1
18,1500,0,0,19.299999,-1,95,0.9,176,-1
18,1600,0,0,19.5,-1,95,0.7,186,-1
18,1700,0,0,19.5,-1,95,0.9,250,-1
18,1800,0,0,19,-1,95,1.2,171,-1
18,1900,0,0,18.799999,-1,95,1.2,196,-1
18,2000,0,0,19,-1,95,0.9,210,-1
18,2100,0,0,19.700001,-1,95,1.1,248,-1
18,2200,0,0,20.9,-1,93,1.5,191,-1
18,2300,0,0,22.4,-1,77,2.4,167,-1
19,0,0,0,23.9,-1,71,1.3,207,-1
19,100,0,0,24,-1,68,1.7,267,-1
19,200,0,0,25.4,-1,65,1.5,213,-1
19,300,0,0,26.5,-1,61,1.7,201,-1
19,400,0,0,26.700001,-1,62,1.9,250,-1
19,500,0,0,26.700001,-1,61,1.7,222,-1
19,600,-1,-1,-50,-1,-1,-1,-1,-1
19,700,0,0,26,-1,58,2.1,197,-1
19,800,0,0,25,-1,57,3.1,204,-1
19,900,0,0,24.1,-1,65,1.7,224,-1
19,1000,0,0,23.1,-1,72,1.6,202,-1
19,1100,0,0,22.9,-1,80,0.4,232,-1
19,1200,0,0,22.200001,-1,85,1.4,186,-1
19,1300,0,0,21.5,-1,89,1.5,191,-1
19,1400,0,0,20.5,-1,92,2.5,184,-1
19,1500,0,0,20.200001,-1,93,1.6,183,-1
19,1600,0,0,19.700001,-1,94,1,186,-1
19,1700,0,0,19.5,-1,95,0.3,232,-1
19,1800,0,0,19.6,-1,95,0.5,151,-1
19,1900,0,0,19.5,-1,95,0.3,166,-1
19,2000,0,0,20,-1,95,0.4,161,-1
19,2100,0,0,22.200001,-1,95,0.5,90,-1
19,2200,0,0,23.200001,-1,80,2.8,182,-1
19,2300,0,0,24.9,-1,68,2.7,181,-1
20,0,0,0,26.200001,-1,63,3.4,186,-1
20,100,0,0,27.6,-1,63,3.3,190,-1
20,200,0,0,28.799999,-1,57,3.9,190,-1
20,300,0,0,29.1,-1,57,3.3,214,-1
20,400,0,0,28.1,-1,64,3.6,220,-1
20,500,0,0,26.700001,-1,68,3.9,226,-1
20,600,0,0,26,-1,70,4.1,233,-1
20,700,0,0,25.4,-1,74,2.8,224,-1
20,800,0,0,23.700001,-1,79,2.6,246,-1
20,900,0,0,22.9,-1,82,2.3,248,-1
20,1000,0,0,22.1,-1,87,2.2,233,-1
20,1100,0,0,21.700001,-1,88,2,188,-1
20,1200,0,0,21.200001,-1,90,2.7,235,-1
20,1300,0,0,20.9,-1,93,2.2,213,-1
20,1400,0,0,20.299999,-1,92,1.8,199,-1
20,1500,0,0,20.299999,-1,91,1.3,203,-1
20,1600,0,0,20.299999,-1,92,1.6,189,-1
20,1700,0,0,19.9,-1,92,1.6,200,-1
20,1800,0,0,19.700001,-1,91,1.3,216,-1
20,1900,0,0,19.6,-1,94,1.2,208,-1
20,2000,0,0,20,-1,95,1.3,178,-1
20,2100,0,0,20.6,-1,95,0.4,310,-1
20,2200,0,0,22.299999,-1,86,1.7,197,-1
20,2300,0,0,22.799999,-1,76,1.5,214,-1
21,0,0,0,24.799999,-1,71,2,194,-1
21,100,0,0,25.299999,-1,65,1.9,297,-1
21,200,0,0,27.9,-1,60,1.6,114,-1
21,300,0,0,29,-1,48,1.8,20,-1
21,400,0,0,27.9,-1,51,2.6,309,-1
21,500,0,0,28.9,-1,44,2.2,340,-1
21,600,0,0,29.200001,-1,49,1.7,264,-1
21,700,0,0,28,-1,48,2.6,222,-1
21,800,0,0,27.1,-1,50,2.9,206,-1
21,900,0,0,25.4,-1,50,2.4,200,-1
21,1000,0,0,24.5,-1,56,1.6,207,-1
21,1100,0,0,23.4,-1,64,2.6,192,-1
21,1200,0,0,22.700001,-1,75,1.4,189,-1
21,1300,0,0,22.5,-1,79,1,188,-1
21,1400,0,0,22,-1,85,0.8,181,-1
21,1500,0,0,21.700001,-1,87,1.6,200,-1
21,1600,0,0,21.299999,-1,87,1.4,212,-1
21,1700,0,0,21.200001,-1,86,1.3,173,-1
21,1800,0,0,21,-1,90,0.7,196,-1
21,1900,0,0,20.9,-1,91,0.1,209,-1
21,2000,0,0,21.4,-1,89,0.9,102,-1
21,2100,0,0,22.5,-1,78,1,102,-1
21,2200,0,0,23.1,-1,70,0.7,243,-1
21,2300,0,0,25.6,-1,64,1.3,150,-1
22,0,0,0,25.700001,-1,62,1.9,191,-1
22,100,0,0,27.299999,-1,57,1.8,136,-1
22,200,0,0,26.799999,-1,56,2.1,172,-1
22,300,0,0,28.700001,-1,49,1.6,97,-1
22,400,9.5,1,22.700001,-1,80,2.6,59,-1
22,500,0,0,26.1,-1,64,0.9,349,-1
22,600,0,0,26.6,-1,49,2.3,220,-1
22,700,0,0,26.4,-1,47,2,213,-1
22,800,0,0,25.9,-1,50,1.7,253,-1
22,900,0,0,25.200001,-1,59,1.7,340,-1
22,1000,0,1,23.200001,-1,66,1,252,-1
22,1100,0.5,0,23,-1,72,0.7,86,-1
22,1200,0,0,22.5,-1,79,2.2,78,-1
22,1300,0,0,22.1,-1,75,2.2,71,-1
22,1400,0,0,21.6,-1,77,1.9,69,-1
22,1500,0,0,20.9,-1,80,2.4,91,-1
22,1600,0,0,20.4,-1,83,2.6,75,-1
22,1700,0,0,20.4,-1,84,2.2,79,-1
22,1800,0,0,19.9,-1,84,2.5,77,-1
