지형지물부호,관리번호,도로구간번호,관리기관,행정구역,연장,면적,폭원,데이터기준일자
차도포장,383,2775,광주시,오포읍,10.56,198.31,9.48,2019-12-25
차도포장,382,120559,광주시,오포읍,17.63,136.6,6.99,2019-12-25
차도포장,372,2774,광주시,오포읍,194.58,"1,705.19",8.04,2019-12-25
차도포장,369,1339,광주시,송정동,9,6.3,0.7,2019-12-25
차도포장,361,21,광주시,곤지암읍,69.76,514.54,7.34,2019-12-25
차도포장,360,5,광주시,곤지암읍,9.1,459.74,36.63,2019-12-25
차도포장,357,18,광주시,곤지암읍,23.57,190.45,8.05,2019-12-25
차도포장,356,22,광주시,오포읍,616.95,"4,855.64",7.29,2019-12-25
차도포장,354,10,광주시,곤지암읍,21.1,269.38,13.9,2019-12-25
차도포장,352,1,광주시,곤지암읍,50.54,702.9,14.04,2019-12-25
차도포장,350,4,광주시,곤지암읍,106.32,"1,590.52",14.09,2019-12-25
차도포장,349,24,광주시,오포읍,88.53,"1,007.06",11.3,2019-12-25
차도포장,345,13,광주시,곤지암읍,83.23,680.07,7.72,2019-12-25
차도포장,344,23,광주시,오포읍,37.18,451.22,11,2019-12-25
차도포장,343,25,광주시,오포읍,20.16,244.39,12,2019-12-25
차도포장,342,26,광주시,오포읍,50.8,454.14,8.7,2019-12-25
차도포장,337,7,광주시,곤지암읍,358.46,"5,145.90",13.91,2019-12-25
차도포장,335,16,광주시,곤지암읍,74.35,575.77,7.82,2019-12-25
차도포장,334,2,광주시,곤지암읍,13.2,460.11,29.85,2019-12-25
차도포장,333,11,광주시,곤지암읍,20.14,533.38,15.16,2019-12-25
차도포장,332,9,광주시,곤지암읍,6.42,61.69,8.36,2019-12-25
차도포장,331,17,광주시,곤지암읍,49.22,743.37,15.68,2019-12-25
차도포장,330,100226,광주시,오포읍,159,159,0.7,2019-12-25
차도포장,329,936,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,328,239,광주시,경안동,7,4.9,0.7,2019-12-25
차도포장,327,1274,광주시,경안동,4.7,467.1,0.7,2019-12-25
차도포장,326,22,광주시,경안동,5.7,"1,486.20",0.7,2019-12-25
차도포장,325,160955,광주시,광남동,39.65,554.43,14.57,2019-12-25
차도포장,324,100013,광주시,오포읍,15,10.5,0.7,2019-12-25
차도포장,323,100210,광주시,오포읍,5,7,1.4,2019-12-25
차도포장,322,120251,광주시,오포읍,52.03,104.14,2.37,2019-12-25
차도포장,321,121697,광주시,곤지암읍,572,"8,984.17",16,2019-12-25
차도포장,320,974,광주시,경안동,8,5.6,0.7,2019-12-25
차도포장,319,122857,광주시,초월읍,3,2.1,0.05,2019-12-25
차도포장,318,100049,광주시,오포읍,"1,209.00","1,163.34",1.02,2019-12-25
차도포장,317,160811,광주시,광남동,66.62,983.84,15.5,2019-12-25
차도포장,316,1845,광주시,경안동,47,32.9,0.7,2019-12-25
차도포장,315,1293,광주시,경안동,8.6,113.4,0.7,2019-12-25
차도포장,314,1080,광주시,경안동,5,3.5,0.7,2019-12-25
차도포장,313,140547,광주시,송정동,6,4.2,0.7,2019-12-25
차도포장,312,1404,광주시,경안동,7,4.9,0.7,2019-12-25
차도포장,311,821,광주시,송정동,48,33.6,0.7,2019-12-25
차도포장,310,123258,광주시,초월읍,6.9,1.4,0.7,2019-12-25
차도포장,309,120285,광주시,오포읍,29,274,0.7,2019-12-25
차도포장,308,1656,광주시,경안동,18,13.5,0.7,2019-12-25
차도포장,307,695,광주시,송정동,12.4,20.8,0.7,2019-12-25
차도포장,306,1026,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,305,1445,광주시,경안동,9,6.3,0.7,2019-12-25
차도포장,304,1048,광주시,송정동,5,7,0.7,2019-12-25
차도포장,303,52,광주시,경안동,35,24.5,0.7,2019-12-25
차도포장,302,1021,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,301,60,광주시,송정동,16.3,651,0.7,2019-12-25
차도포장,300,160746,광주시,광남동,36.72,658.91,13.9,2019-12-25
차도포장,299,160287,광주시,광남동,38.66,519.89,16.03,2019-12-25
차도포장,298,127,광주시,송정동,7.5,189,0.7,2019-12-25
차도포장,297,120285,광주시,오포읍,0.3,54,0.7,2019-12-25
차도포장,296,748,광주시,송정동,11.8,8.26,0.7,2019-12-25
차도포장,295,1708,광주시,경안동,10,7,0.7,2019-12-25
차도포장,294,160070,광주시,오포읍,25.83,48.93,2.1,2019-12-25
차도포장,293,160070,광주시,오포읍,"1,940.00","3,009.69",2.23,2019-12-25
차도포장,292,121822,광주시,초월읍,95.8,"1,228.98",0.8,2019-12-25
차도포장,291,964,광주시,경안동,71.1,49.77,0.7,2019-12-25
차도포장,290,123297,광주시,초월읍,8,5.6,0.08,2019-12-25
차도포장,289,100210,광주시,오포읍,4,5.6,1.4,2019-12-25
차도포장,288,832,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,287,852,광주시,송정동,46,32.2,0.7,2019-12-25
차도포장,286,122861,광주시,초월읍,13.8,13.89,0.7,2019-12-25
차도포장,285,249,광주시,경안동,18,12.6,0.7,2019-12-25
차도포장,284,120555,광주시,오포읍,34,47.6,0.7,2019-12-25
차도포장,283,1529,광주시,경안동,16,11.2,0.7,2019-12-25
차도포장,282,977,광주시,송정동,10,7,0.7,2019-12-25
차도포장,281,1026,광주시,경안동,5,3.5,0.7,2019-12-25
차도포장,280,25,광주시,경안동,9,6,0.7,2019-12-25
차도포장,279,828,광주시,송정동,4,2.8,0.7,2019-12-25
차도포장,278,120565,광주시,오포읍,59.5,306,0.7,2019-12-25
차도포장,277,140647,광주시,송정동,11,7,0.7,2019-12-25
차도포장,276,1070,광주시,경안동,9,6.3,0.7,2019-12-25
차도포장,275,1532,광주시,경안동,7.9,896,0.7,2019-12-25
차도포장,274,45,광주시,경안동,72,50.4,0.7,2019-12-25
차도포장,273,120975,광주시,오포읍,5.4,37.8,0.7,2019-12-25
차도포장,272,120975,광주시,오포읍,0.6,"3,823.00",0.7,2019-12-25
차도포장,271,1051,광주시,송정동,9.2,100.8,0.7,2019-12-25
차도포장,270,1293,광주시,경안동,14,9.8,0.7,2019-12-25
차도포장,269,931,광주시,송정동,716.4,422.4,0.7,2019-12-25
차도포장,268,122893,광주시,곤지암읍,8.8,2.4,0.7,2019-12-25
차도포장,267,669,광주시,송정동,2,2.8,0.7,2019-12-25
차도포장,266,100308,광주시,오포읍,28,28,1,2019-12-25
차도포장,265,1323,광주시,경안동,6,4.2,0.7,2019-12-25
차도포장,264,821,광주시,송정동,7,4.9,0.7,2019-12-25
차도포장,263,1545,광주시,경안동,2,1.5,0.7,2019-12-25
차도포장,262,1002,광주시,송정동,5,3.5,0.7,2019-12-25
차도포장,261,121028,광주시,오포읍,516.1,871.03,0.7,2019-12-25
차도포장,260,1538,광주시,경안동,18,12.6,0.7,2019-12-25
차도포장,259,123256,광주시,초월읍,534.8,3.19,0.7,2019-12-25
차도포장,258,1455,광주시,경안동,2,1.2,0.7,2019-12-25
차도포장,257,840,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,256,160002,광주시,오포읍,225,612.25,2.34,2019-12-25
차도포장,255,120510,광주시,오포읍,55.5,374,0.7,2019-12-25
차도포장,254,1026,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,253,725,광주시,송정동,8,11.2,0.7,2019-12-25
차도포장,252,1556,광주시,경안동,32,22.4,0.7,2019-12-25
차도포장,251,1832,광주시,경안동,11,7.7,0.7,2019-12-25
차도포장,250,120565,광주시,오포읍,216.4,433.63,2.21,2019-12-25
차도포장,249,120510,광주시,오포읍,0.35,532,0.7,2019-12-25
차도포장,248,1363,광주시,경안동,0.55,7.7,0.7,2019-12-25
차도포장,247,360004,광주시,퇴촌면,349,"8,725.00",25,2019-12-25
차도포장,246,120915,광주시,오포읍,"1,168.00","1,168.00",0.7,2019-12-25
차도포장,245,22,광주시,경안동,1.5,1.05,0.7,2019-12-25
차도포장,244,120307,광주시,오포읍,0.2,8,0.7,2019-12-25
차도포장,243,852,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,242,864,광주시,송정동,3,2.1,0.7,2019-12-25
차도포장,241,1845,광주시,경안동,8.9,73.5,0.7,2019-12-25
차도포장,240,936,광주시,송정동,7.7,19.35,0.7,2019-12-25
차도포장,239,399,광주시,송정동,16.8,72.18,0.7,2019-12-25
차도포장,238,120510,광주시,오포읍,4,5.6,1.4,2019-12-25
차도포장,237,121622,광주시,초월읍,94.5,0.1,0.7,2019-12-25
차도포장,236,1745,광주시,경안동,9,6.3,0.7,2019-12-25
차도포장,235,725,광주시,송정동,15,10.5,0.7,2019-12-25
차도포장,234,1332,광주시,경안동,14,9.8,0.7,2019-12-25
차도포장,233,1097,광주시,경안동,1,0.7,0.7,2019-12-25
차도포장,232,1676,광주시,경안동,3.1,4.21,0.7,2019-12-25
차도포장,231,910,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,230,122861,광주시,초월읍,15,15,0.05,2019-12-25
차도포장,229,910,광주시,경안동,13,9.1,0.7,2019-12-25
차도포장,228,360578,광주시,퇴촌면,582.4,"6,943.70",12.38,2019-12-25
차도포장,227,100224,광주시,오포읍,250,23.29,0.7,2019-12-25
차도포장,226,235,광주시,경안동,11.2,435,0.7,2019-12-25
차도포장,225,365,광주시,경안동,17,11.9,0.7,2019-12-25
차도포장,224,120658,광주시,오포읍,2,2.8,0.7,2019-12-25
차도포장,223,120289,광주시,오포읍,43.09,85.75,2.36,2019-12-25
차도포장,222,200194,광주시,곤지암읍,24,36,0.08,2019-12-25
차도포장,221,196,광주시,송정동,2,2.8,0.7,2019-12-25
차도포장,220,120189,광주시,오포읍,4.6,5.18,4.4,2019-12-25
차도포장,219,1343,광주시,경안동,11,7.7,0.7,2019-12-25
차도포장,218,1080,광주시,경안동,16,11.2,0.7,2019-12-25
차도포장,217,1811,광주시,경안동,10.9,18.91,0.7,2019-12-25
차도포장,216,11,광주시,송정동,1,0.7,0.7,2019-12-25
차도포장,215,100013,광주시,오포읍,11.05,11.04,0.7,2019-12-25
차도포장,214,417,광주시,경안동,6,4.2,0.7,2019-12-25
차도포장,213,215,광주시,경안동,6,4.2,0.7,2019-12-25
차도포장,212,120285,광주시,오포읍,12.96,25.63,2.34,2019-12-25
차도포장,211,737,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,210,559,광주시,송정동,6.3,8.94,0.7,2019-12-25
차도포장,209,1393,광주시,경안동,11.3,32.54,0.7,2019-12-25
차도포장,208,100289,광주시,오포읍,7,5.4,0.8,2019-12-25
차도포장,207,1802,광주시,송정동,653,"13,060.00",20,2019-12-25
차도포장,206,217,광주시,경안동,7,1.4,0.7,2019-12-25
차도포장,205,120645,광주시,오포읍,0.25,10,0.7,2019-12-25
차도포장,204,1359,광주시,경안동,7.4,279.9,0.7,2019-12-25
차도포장,203,925,광주시,경안동,11,7.7,0.7,2019-12-25
차도포장,202,120289,광주시,오포읍,6,8.4,1.4,2019-12-25
차도포장,201,1329,광주시,경안동,3,2.1,0.7,2019-12-25
차도포장,200,1676,광주시,경안동,19,13.3,0.7,2019-12-25
차도포장,199,169,광주시,송정동,12,8.4,0.7,2019-12-25
차도포장,198,121528,광주시,초월읍,27.4,3,0.7,2019-12-25
차도포장,197,120285,광주시,오포읍,13.65,26.72,2.38,2019-12-25
차도포장,196,120670,광주시,오포읍,51.2,324,0.7,2019-12-25
차도포장,195,1087,광주시,경안동,8.2,16.12,0.7,2019-12-25
차도포장,194,122861,광주시,초월읍,15,112.78,0.05,2019-12-25
차도포장,193,267,광주시,경안동,7.8,20.06,0.7,2019-12-25
차도포장,192,52,광주시,경안동,7,4.9,0.7,2019-12-25
차도포장,191,121049,광주시,오포읍,4,5.6,0.7,2019-12-25
차도포장,190,160876,광주시,오포읍,479,925.78,2.2,2019-12-25
차도포장,189,140325,광주시,광남동,38,26,0.7,2019-12-25
차도포장,188,120289,광주시,오포읍,4,5.6,1.4,2019-12-25
차도포장,187,1445,광주시,경안동,4,2.8,0.7,2019-12-25
차도포장,186,1655,광주시,경안동,6,4.2,0.7,2019-12-25
차도포장,185,379,광주시,경안동,35,24.8,0.7,2019-12-25
차도포장,184,160747,광주시,광남동,35.59,610.04,17.57,2019-12-25
차도포장,183,1051,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,182,100013,광주시,오포읍,35,24.5,0.7,2019-12-25
차도포장,181,1838,광주시,경안동,5.85,11.16,0.7,2019-12-25
차도포장,180,1312,광주시,경안동,4,2.8,0.7,2019-12-25
차도포장,179,1447,광주시,경안동,8,5.6,0.7,2019-12-25
차도포장,178,791,광주시,송정동,324,"1,944.00",6,2019-12-25
차도포장,177,757,광주시,송정동,93,65.1,0.7,2019-12-25
차도포장,176,100278,광주시,오포읍,295,244.57,1,2019-12-25
차도포장,175,120489,광주시,오포읍,63.25,56.7,0.7,2019-12-25
차도포장,174,1339,광주시,경안동,29.8,20.86,0.7,2019-12-25
차도포장,173,884,광주시,경안동,3,2.1,0.7,2019-12-25
차도포장,172,826,광주시,송정동,21,14.7,0.7,2019-12-25
차도포장,171,120993,광주시,오포읍,313.3,"2,866.12",6,2019-12-25
차도포장,170,100167,광주시,오포읍,0.6,"3,823.00",0.7,2019-12-25
차도포장,169,1484,광주시,경안동,15,10.5,0.7,2019-12-25
차도포장,168,1148,광주시,경안동,6,4.2,0.7,2019-12-25
차도포장,167,1332,광주시,경안동,4.2,948.6,0.7,2019-12-25
차도포장,166,120886,광주시,오포읍,123.2,123.34,0.7,2019-12-25
차도포장,165,140536,광주시,송정동,1,0.7,0.7,2019-12-25
차도포장,164,1545,광주시,경안동,11,7,0.7,2019-12-25
차도포장,163,1028,광주시,경안동,12,8.4,0.7,2019-12-25
차도포장,162,1838,광주시,경안동,33,23.1,0.7,2019-12-25
차도포장,161,669,광주시,송정동,10,7,0.7,2019-12-25
차도포장,160,799,광주시,송정동,9.8,91.9,0.7,2019-12-25
차도포장,159,123297,광주시,초월읍,486.1,807,1,2019-12-25
차도포장,158,120719,광주시,오포읍,21.1,2,0.7,2019-12-25
차도포장,157,120645,광주시,오포읍,0.3,10,0.7,2019-12-25
차도포장,156,1527,광주시,경안동,23,16.1,0.7,2019-12-25
차도포장,155,100176,광주시,오포읍,3,2.1,0.7,2019-12-25
차도포장,154,160458,광주시,오포읍,64.33,128.58,2.05,2019-12-25
차도포장,153,123268,광주시,초월읍,495.9,253.7,0.7,2019-12-25
차도포장,152,123268,광주시,초월읍,36.9,2.8,0.7,2019-12-25
차도포장,151,100176,광주시,오포읍,11,7.7,0.7,2019-12-25
차도포장,150,160070,광주시,오포읍,29.88,59.44,2.01,2019-12-25
차도포장,149,283,광주시,경안동,6.6,570,0.7,2019-12-25
차도포장,148,262,광주시,경안동,24,16.8,0.7,2019-12-25
차도포장,147,193,광주시,경안동,28,19.6,0.7,2019-12-25
차도포장,146,1338,광주시,경안동,3,9.1,0.7,2019-12-25
차도포장,145,274,광주시,경안동,7,4.9,0.7,2019-12-25
차도포장,144,1527,광주시,경안동,2,2.8,0.7,2019-12-25
차도포장,143,205,광주시,경안동,48,48.3,0.7,2019-12-25
차도포장,142,730,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,141,1080,광주시,경안동,46,32.2,0.7,2019-12-25
차도포장,140,273,광주시,경안동,15,10.5,0.7,2019-12-25
차도포장,139,1471,광주시,경안동,9.7,100.6,0.7,2019-12-25
차도포장,138,283,광주시,경안동,8,5.6,0.7,2019-12-25
차도포장,137,730,광주시,송정동,11,15.4,0.7,2019-12-25
차도포장,136,478,광주시,경안동,5.4,681,0.7,2019-12-25
차도포장,135,123268,광주시,초월읍,28,2.8,0.7,2019-12-25
차도포장,134,1745,광주시,경안동,20,14,0.7,2019-12-25
차도포장,133,1376,광주시,경안동,105,840,8,2019-12-25
차도포장,132,122861,광주시,초월읍,392.9,382.96,0.7,2019-12-25
차도포장,131,1332,광주시,경안동,5.5,5.88,0.7,2019-12-25
차도포장,130,1379,광주시,경안동,3,2,0.7,2019-12-25
차도포장,129,123002,광주시,초월읍,279.7,0.3,0.7,2019-12-25
차도포장,128,1447,광주시,경안동,3,2.1,0.7,2019-12-25
차도포장,127,1715,광주시,경안동,9,6.3,0.7,2019-12-25
차도포장,126,121363,광주시,오포읍,5.5,7.7,1.4,2019-12-25
차도포장,125,145,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,124,100176,광주시,오포읍,4,2.8,0.7,2019-12-25
차도포장,123,261015,광주시,도척면,6,41,0.7,2019-12-25
차도포장,122,100244,광주시,오포읍,32.1,32.19,0.7,2019-12-25
차도포장,121,1449,광주시,경안동,32,22.4,0.7,2019-12-25
차도포장,120,110,광주시,송정동,10.5,"3,106.90",0.7,2019-12-25
차도포장,119,1097,광주시,경안동,3,2.1,0.7,2019-12-25
차도포장,118,100013,광주시,오포읍,2,1.4,0.7,2019-12-25
차도포장,117,273,광주시,경안동,5,3.75,0.7,2019-12-25
차도포장,116,22,광주시,경안동,6,4.2,0.7,2019-12-25
차도포장,115,160922,광주시,경안동,16.86,112,7.49,2019-12-25
차도포장,114,665,광주시,송정동,12.6,161,0.7,2019-12-25
차도포장,113,100278,광주시,오포읍,2,1.4,0.7,2019-12-25
차도포장,112,973,광주시,경안동,38,26.6,0.7,2019-12-25
차도포장,111,1343,광주시,경안동,87,60.9,0.7,2019-12-25
차도포장,110,253,광주시,경안동,5,3.5,0.7,2019-12-25
차도포장,109,425,광주시,경안동,7,5.6,0.7,2019-12-25
차도포장,108,193,광주시,경안동,7,4.9,0.7,2019-12-25
차도포장,107,1475,광주시,경안동,5,3.5,0.7,2019-12-25
차도포장,106,240264,광주시,초월읍,567,"5,670.00",10,2019-12-25
차도포장,105,160872,광주시,오포읍,189.66,"2,418.17",12.75,2019-12-25
차도포장,104,1329,광주시,경안동,10,7,0.7,2019-12-25
차도포장,103,1505,광주시,경안동,7.3,1.4,0.7,2019-12-25
차도포장,102,166,광주시,송정동,17.8,50.52,0.7,2019-12-25
차도포장,101,1545,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,100,120289,광주시,오포읍,15,21,1.4,2019-12-25
차도포장,99,123297,광주시,초월읍,33.4,9,0.7,2019-12-25
차도포장,98,120025,광주시,오포읍,9,12.6,0.7,2019-12-25
차도포장,97,120285,광주시,오포읍,0.3,54,0.7,2019-12-25
차도포장,96,1335,광주시,경안동,4.1,77.7,0.7,2019-12-25
차도포장,95,160771,광주시,광남동,184,"2,208.00",12,2019-12-25
차도포장,94,121363,광주시,오포읍,84.72,168.99,2.21,2019-12-25
차도포장,93,100244,광주시,오포읍,14.1,14.04,0.7,2019-12-25
차도포장,92,100264,광주시,오포읍,9,6.3,0.7,2019-12-25
차도포장,91,748,광주시,송정동,4,2,0.7,2019-12-25
차도포장,90,120499,광주시,오포읍,3.3,3.27,0.7,2019-12-25
차도포장,89,747,광주시,송정동,12,8.4,0.7,2019-12-25
차도포장,88,1245,광주시,경안동,11.15,10,0.7,2019-12-25
차도포장,87,14,광주시,송정동,17.1,49.62,0.7,2019-12-25
차도포장,86,123196,광주시,곤지암읍,79.9,0.97,1,2019-12-25
차도포장,85,37,광주시,경안동,3,2,0.7,2019-12-25
차도포장,84,1587,광주시,경안동,32,22.4,0.7,2019-12-25
차도포장,83,120975,광주시,오포읍,0.6,"3,823.00",0.7,2019-12-25
차도포장,82,100224,광주시,오포읍,0.6,"3,823.00",0.7,2019-12-25
차도포장,81,564,광주시,송정동,6,12,0.7,2019-12-25
차도포장,80,1172,광주시,경안동,14,19.6,0.7,2019-12-25
차도포장,79,315,광주시,경안동,4.9,166,0.7,2019-12-25
차도포장,78,365,광주시,경안동,6,3.6,0.7,2019-12-25
차도포장,77,122867,광주시,초월읍,18.5,1.4,0.7,2019-12-25
차도포장,76,922,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,75,1688,광주시,경안동,8,5.6,0.7,2019-12-25
차도포장,74,5,광주시,송정동,14.1,314,0.7,2019-12-25
차도포장,73,1843,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,72,1915,광주시,송정동,14,9.8,0.7,2019-12-25
차도포장,71,120285,광주시,오포읍,0.5,180,0.7,2019-12-25
차도포장,70,674,광주시,송정동,26,"2,085.00",0.7,2019-12-25
차도포장,69,1745,광주시,경안동,20,14,0.7,2019-12-25
차도포장,68,100219,광주시,오포읍,9,6.3,0.7,2019-12-25
차도포장,67,160070,광주시,오포읍,186.3,347.32,2.28,2019-12-25
차도포장,66,995,광주시,경안동,18,12,0.7,2019-12-25
차도포장,65,1676,광주시,경안동,8,5.6,0.7,2019-12-25
차도포장,64,144,광주시,경안동,3.6,5.47,0.7,2019-12-25
차도포장,63,100013,광주시,오포읍,7,5.19,1.4,2019-12-25
차도포장,62,100181,광주시,오포읍,780,792.73,0.84,2019-12-25
차도포장,61,160924,광주시,경안동,41.19,547.22,19.43,2019-12-25
차도포장,60,121500,광주시,초월읍,143,998,8,2019-12-25
차도포장,59,663,광주시,송정동,13.2,411,0.7,2019-12-25
차도포장,58,120568,광주시,오포읍,6,8.4,0.7,2019-12-25
차도포장,57,1039,광주시,경안동,72,50.4,0.7,2019-12-25
차도포장,56,100244,광주시,오포읍,0.6,"3,823.00",0.7,2019-12-25
차도포장,55,100223,광주시,오포읍,2,1.4,0.7,2019-12-25
차도포장,54,160222,광주시,광남동,17.19,50.4,4.59,2019-12-25
차도포장,53,1017,광주시,경안동,2,2,0.7,2019-12-25
차도포장,52,43,광주시,경안동,49,34.3,0.7,2019-12-25
차도포장,51,140547,광주시,송정동,10,7,0.7,2019-12-25
차도포장,50,900040,광주시,송정동,"2,472.00","13,370.71",26.5,2019-12-25
차도포장,49,121363,광주시,오포읍,0.1,6,0.7,2019-12-25
차도포장,48,1021,광주시,경안동,3.5,3.29,0.7,2019-12-25
차도포장,47,140647,광주시,송정동,5,10,2,2019-12-25
차도포장,46,980,광주시,송정동,3,2.1,0.7,2019-12-25
차도포장,45,100289,광주시,오포읍,4,2.8,0.7,2019-12-25
차도포장,44,160952,광주시,광남동,26.74,312.11,11.45,2019-12-25
차도포장,43,715,광주시,송정동,40,320,8,2019-12-25
차도포장,42,293,광주시,경안동,3,2.1,0.7,2019-12-25
차도포장,41,183,광주시,경안동,44,30.8,0.7,2019-12-25
차도포장,40,52,광주시,경안동,5.1,9.78,0.7,2019-12-25
차도포장,39,160811,광주시,광남동,35.97,"1,036.86",31.65,2019-12-25
차도포장,38,160289,광주시,광남동,126.7,355.22,3.76,2019-12-25
차도포장,37,100013,광주시,오포읍,6,4.2,0.7,2019-12-25
차도포장,36,1711,광주시,경안동,54,37.8,0.7,2019-12-25
차도포장,35,1064,광주시,경안동,3,119,0.7,2019-12-25
차도포장,34,239,광주시,경안동,31,21.7,0.7,2019-12-25
차도포장,33,100176,광주시,오포읍,72,73.92,0.7,2019-12-25
차도포장,32,121903,광주시,초월읍,59.5,11.2,0.7,2019-12-25
차도포장,31,106,광주시,송정동,7.5,361.8,0.7,2019-12-25
차도포장,30,160806,광주시,광남동,24.16,412.18,18.47,2019-12-25
차도포장,29,100204,광주시,오포읍,492,496.29,0.84,2019-12-25
차도포장,28,1343,광주시,경안동,2,1.4,0.7,2019-12-25
차도포장,27,991,광주시,송정동,2,"1,000.70",0.7,2019-12-25
차도포장,26,122990,광주시,초월읍,32.3,8.2,0.7,2019-12-25
차도포장,25,987,광주시,송정동,4,2.8,0.7,2019-12-25
차도포장,24,990,광주시,송정동,7.7,72.8,0.7,2019-12-25
차도포장,23,120350,광주시,오포읍,424.66,848.31,2.17,2019-12-25
차도포장,22,100210,광주시,오포읍,272,380.8,1.4,2019-12-25
차도포장,21,122862,광주시,초월읍,696,"6,960.00",10,2019-12-25
차도포장,20,249,광주시,경안동,12,8.4,0.7,2019-12-25
차도포장,19,120987,광주시,오포읍,0.8,480,0.7,2019-12-25
차도포장,18,1293,광주시,경안동,5.7,4.6,0.7,2019-12-25
차도포장,17,120670,광주시,오포읍,21,29.4,0.7,2019-12-25
차도포장,16,84,광주시,송정동,4,8,0.7,2019-12-25
차도포장,16,5725,광주시,오포읍,53.78,754.77,15.32,2019-12-25
차도포장,15,730,광주시,송정동,8,5.6,0.7,2019-12-25
차도포장,15,5724,광주시,오포읍,158.82,"2,559.02",15.3,2019-12-25
차도포장,14,160950,광주시,광남동,276.1,"1,035.68",3.85,2019-12-25
차도포장,13,1704,광주시,경안동,16,11.2,0.7,2019-12-25
차도포장,12,261015,광주시,도척면,152.4,339,0.7,2019-12-25
차도포장,12,5722,광주시,오포읍,16.67,303.04,16.37,2019-12-25
차도포장,11,882,광주시,송정동,20,14,0.7,2019-12-25
차도포장,10,751,광주시,송정동,10,7,0.7,2019-12-25
차도포장,9,121363,광주시,오포읍,0.3,30.5,0.7,2019-12-25
차도포장,8,52,광주시,경안동,17,11.9,0.7,2019-12-25
차도포장,7,140489,광주시,송정동,336,246,0.75,2019-12-25
차도포장,6,150,광주시,송정동,344.9,169.4,0.7,2019-12-25
차도포장,5,100176,광주시,오포읍,6,4.2,0.7,2019-12-25
차도포장,4,1832,광주시,경안동,36,25.2,0.7,2019-12-25
차도포장,3,840,광주시,송정동,2,1.4,0.7,2019-12-25
차도포장,2,1547,광주시,경안동,4,2.8,0.7,2019-12-25
차도포장,1,121363,광주시,오포읍,5,7,1.4,2019-12-25
보도포장,2306,5210,광주시,광남동,11.42,104.76,9.12,2019-12-25
보도포장,2276,5226,광주시,광남동,61.19,267.72,4.5,2019-12-25
보도포장,2275,6036,광주시,광남동,144.36,650.74,4.54,2019-12-25
보도포장,2274,6110,광주시,광남동,2.83,7.88,4.53,2019-12-25
보도포장,2273,6110,광주시,광남동,5.82,14.67,1.82,2019-12-25
보도포장,2272,6084,광주시,광남동,6.32,19.49,2.78,2019-12-25
보도포장,2271,6084,광주시,광남동,3.06,10.13,3.03,2019-12-25
보도포장,2270,6084,광주시,광남동,3.04,9.56,3.01,2019-12-25
보도포장,2269,6110,광주시,광남동,4.13,15.52,3.05,2019-12-25
보도포장,2268,6110,광주시,광남동,56.05,172.16,2.72,2019-12-25
보도포장,2267,6084,광주시,광남동,56.11,166.94,2.74,2019-12-25
보도포장,2266,6055,광주시,광남동,92.81,296.42,3.19,2019-12-25
보도포장,2265,6055,광주시,광남동,97.69,317.13,3.22,2019-12-25
보도포장,2264,6055,광주시,광남동,2.29,6.46,3.19,2019-12-25
보도포장,2263,6055,광주시,광남동,16.73,49.64,3.03,2019-12-25
보도포장,2262,6055,광주시,광남동,4.63,11.19,3.22,2019-12-25
보도포장,2261,6055,광주시,광남동,36.43,73.36,2.02,2019-12-25
보도포장,2260,6055,광주시,광남동,39.47,116.4,2.96,2019-12-25
보도포장,2259,6106,광주시,광남동,49.12,491.95,10.02,2019-12-25
보도포장,2258,6055,광주시,광남동,94.67,288.06,3.02,2019-12-25
보도포장,2257,6016,광주시,광남동,94.86,287.7,3.01,2019-12-25
보도포장,2256,6016,광주시,광남동,2.39,5.77,2.57,2019-12-25
보도포장,2255,6111,광주시,광남동,2.35,5.85,2.54,2019-12-25
보도포장,2254,6111,광주시,광남동,51.37,133.4,2.54,2019-12-25
보도포장,2253,6111,광주시,광남동,2.61,5.93,2.52,2019-12-25
보도포장,2252,6016,광주시,광남동,3.67,11.1,3.01,2019-12-25
보도포장,2251,6111,광주시,광남동,17.82,31.06,1.5,2019-12-25
보도포장,2250,6020,광주시,광남동,17.15,34.54,1.54,2019-12-25
보도포장,2249,6020,광주시,광남동,2.13,3.86,1.54,2019-12-25
보도포장,2248,6063,광주시,광남동,18,27.8,1.54,2019-12-25
보도포장,2247,6020,광주시,광남동,2.06,4.08,1.5,2019-12-25
보도포장,2246,6020,광주시,광남동,22.01,32.96,1.5,2019-12-25
