시설물명,시설물구분,시설물소재지,시설물종류
신흥교,교량,경기도,도로교량
도곡교,교량,경기도,도로교량
방초교,교량,경기도,도로교량
관산동 행정복지센터,건축물,경기도,다중이용건축물
안성시청(본관),건축물,경기도,다중이용건축물
은현면행정복지센터,건축물,경기도,다중이용건축물
성북구민회관,건축물,서울특별시,다중이용건축물
성남시여성복지회관,건축물,경기도,다중이용건축물
서천읍사무소,건축물,충청남도,다중이용건축물
용해동교회,건축물,전라남도,다중이용건축물
삽교읍사무소,건축물,충청남도,다중이용건축물
세교동행정복지센터,건축물,경기도,다중이용건축물
울릉군청,건축물,경상북도,다중이용건축물
안남면사무소,건축물,충청북도,다중이용건축물
백암면사무소,건축물,경기도,다중이용건축물
미양면사무소,건축물,경기도,다중이용건축물
부림지하상가,건축물,경상남도,지하도상가
서울세관 본관청사,건축물,서울특별시,다중이용건축물
천안개방교도소 희망관,건축물,충청남도,기타
천안개방교도소 취사장,건축물,충청남도,기타
천안개방교도소 구내공장동(공장동),건축물,충청남도,기타
천안개방교도소 청사,건축물,충청남도,기타
천안개방교도소 협동자립관,건축물,충청남도,기타
천안개방교도소 주복도,건축물,충청남도,기타
천안개방교도소 수양관(교회당),건축물,충청남도,기타
천안개방교도소 비상대기소,건축물,충청남도,기타
덕양구보건소,건축물,경기도,다중이용건축물
예산군장애인종합복지관,건축물,충청남도,다중이용건축물
성남소방서 본서,건축물,경기도,다중이용건축물
북문119안전센터,건축물,충청북도,다중이용건축물
제천시민회관,건축물,충청북도,다중이용건축물
제천시문화회관,건축물,충청북도,다중이용건축물
군포1동사무소,건축물,경기도,다중이용건축물
가조면복지회관,건축물,경상남도,다중이용건축물
예산읍사무소,건축물,충청남도,다중이용건축물
사직1동 주민센터,건축물,충청북도,다중이용건축물
미원면청사,건축물,충청북도,다중이용건축물
문의면청사,건축물,충청북도,다중이용건축물
뉴서울성모요양병원,건축물,서울특별시,다중이용건축물
봉래초등학교앞 육교,교량,부산광역시,육교
청주시청(후관.농협동),건축물,충청북도,다중이용건축물
청주시청(의회동),건축물,충청북도,다중이용건축물
청주시청(본관동),건축물,충청북도,다중이용건축물
청주시청 (제2청사 별관),건축물,충청북도,다중이용건축물
청주시청 (제2청사 본관),건축물,충청북도,다중이용건축물
수천교,교량,경상북도,도로교량
삼동교,교량,경상북도,도로교량
승부교,교량,경상북도,도로교량
동막골교,교량,경상북도,도로교량
배나들교,교량,경상북도,도로교량
죽미교,교량,경상북도,도로교량
삼동2교,교량,경상북도,도로교량
감전교,교량,경상북도,도로교량
삼동1교,교량,경상북도,도로교량
보안교,교량,경상북도,도로교량
소현교,교량,경상북도,도로교량
춘양면사무소,건축물,경상북도,기타
제주사택107동,건축물,제주특별자치도,대형건축물
제주사택101동,건축물,제주특별자치도,대형건축물
제주사택102동,건축물,제주특별자치도,대형건축물
제주사택106동,건축물,제주특별자치도,대형건축물
서울시립대학교 창공관,건축물,서울특별시,다중이용건축물
서울시립대학교 배봉관,건축물,서울특별시,다중이용건축물
서울시립대학교 경농관,건축물,서울특별시,다중이용건축물
서울시립대학교 인문학관,건축물,서울특별시,다중이용건축물
서울시립대학교 전농관,건축물,서울특별시,다중이용건축물
서울시립대학교 본관,건축물,서울특별시,다중이용건축물
서울시립대학교 건설공학관,건축물,서울특별시,다중이용건축물
서울시립대학교 학생회관,건축물,서울특별시,다중이용건축물
서울시립대학교 자연과학관,건축물,서울특별시,다중이용건축물
서울시립대학교 중앙도서관,건축물,서울특별시,다중이용건축물
서울시립대학교 대강당,건축물,서울특별시,다중이용건축물
고인쇄박물관,건축물,충청북도,대형건축물
군민회관,건축물,경상북도,다중이용건축물
한국화학연구원 N2행정동,건축물,대전광역시,다중이용건축물
한국화학연구원 E1연구동,건축물,대전광역시,다중이용건축물
한국화학연구원 N4연구동,건축물,대전광역시,다중이용건축물
한국화학연구원 W 2연구동,건축물,대전광역시,다중이용건축물
한국화학연구원 W 3연구동,건축물,대전광역시,다중이용건축물
한국화학연구원 N1연구동,건축물,대전광역시,다중이용건축물
E3연구동,건축물,대전광역시,다중이용건축물
기숙사 교량,교량,대전광역시,도로교량
송탄출장소(본관),건축물,경기도,다중이용건축물
산단공 동남권본부 제1아파트형공장,건축물,경상남도,기타
산단공 동남권본부 제2아파트형공장,건축물,경상남도,기타
양주동교,교량,충청북도,도로교량
배론소교,교량,충청북도,도로교량
수산리교,교량,충청북도,도로교량
양화2교,교량,충청북도,도로교량
학뜰교,교량,충청북도,도로교량
미당2교,교량,충청북도,도로교량
무명교,교량,충청북도,도로교량
용암교,교량,충청북도,도로교량
만복교,교량,충청북도,도로교량
광천교,교량,충청북도,도로교량
동막교(1),교량,충청북도,도로교량
수산교,교량,충청북도,도로교량
월림교,교량,충청북도,도로교량
무명교,교량,충청북도,도로교량
양화5교,교량,충청북도,도로교량
억수교,교량,충청북도,도로교량
성운교,교량,충청북도,도로교량
신월교,교량,충청북도,도로교량
운학교,교량,충청북도,도로교량
부여읍행정복지센터,건축물,충청남도,다중이용건축물
중앙탑면사무소,건축물,충청북도,다중이용건축물
(구)사천청사 신관,건축물,경상남도,다중이용건축물
주덕읍사무소,건축물,충청북도,다중이용건축물
자유시장C동,건축물,충청남도,다중이용건축물
자유시장B동,건축물,충청남도,다중이용건축물
자유시장A동,건축물,충청남도,다중이용건축물
대구교대 대학본부,건축물,대구광역시,다중이용건축물
대구교대 제2도서관,건축물,대구광역시,다중이용건축물
대구교대 도서관,건축물,대구광역시,다중이용건축물
대구교대 학생회관,건축물,대구광역시,다중이용건축물
대구교대 예술관,건축물,대구광역시,다중이용건축물
대구교대 체육관,건축물,대구광역시,다중이용건축물
대구교대 상록문화관,건축물,대구광역시,다중이용건축물
대구교대 안동부초 교사동,건축물,경상북도,다중이용건축물
대구구교대 과학관,건축물,대구광역시,다중이용건축물
대구교대 상록동재,건축물,대구광역시,다중이용건축물
대구교대 음악관,건축물,대구광역시,다중이용건축물
종합상가,건축물,경기도,다중이용건축물
대한민국학술원 청사,건축물,서울특별시,다중이용건축물
동량면사무소,건축물,충청북도,다중이용건축물
서울남부보훈지청,건축물,서울특별시,다중이용건축물
안양119안전센터,건축물,경기도,다중이용건축물
보안청사,건축물,충청북도,다중이용건축물
취사장 및 식당,건축물,충청북도,다중이용건축물
공장(2),건축물,충청북도,다중이용건축물
공장(1),건축물,충청북도,다중이용건축물
공장(3),건축물,충청북도,다중이용건축물
천안시신부문화회관,건축물,충청남도,다중이용건축물
고양시청본관,건축물,경기도,다중이용건축물
하동상설시장,건축물,경상남도,다중이용건축물
횡계지구,절토사면,경상북도,도로사면
충주음악창작소,건축물,충청북도,기타
영월시외버스터미널,건축물,강원도,다중이용건축물
광복동주민센터,건축물,부산광역시,다중이용건축물
남구의회청사,건축물,인천광역시,다중이용건축물
인재개발원(다솜관-생활관),건축물,서울특별시,다중이용건축물
충의교회,건축물,경기도,다중이용건축물
인천해사고등학교 별관교사동,건축물,인천광역시,기타
인천해사고등학교 체육관동,건축물,인천광역시,기타
인천해사고등학교 본관교사동,건축물,인천광역시,기타
인천해사고등학교 기숙사동,건축물,인천광역시,기타
인천해사고등학교 공용시설동,건축물,인천광역시,기타
인천해사고등학교 기관실습관,건축물,인천광역시,기타
순창군청,건축물,전라북도,다중이용건축물
금당교,교량,충청남도,도로교량
산수교,교량,충청남도,도로교량
택리교,교량,충청남도,도로교량
와룡교,교량,충청남도,도로교량
용산교,교량,충청남도,도로교량
봉신교,교량,충청남도,도로교량
울진군청(본관동),건축물,경상북도,다중이용건축물
부산지방고용노동청 북부지청,건축물,부산광역시,다중이용건축물
연구3동,건축물,경상남도,다중이용건축물
의령군청,건축물,경상남도,다중이용건축물
의령읍사무소,건축물,경상남도,다중이용건축물
청주전파관리소,건축물,충청북도,다중이용건축물
광명시청,건축물,경기도,다중이용건축물
송학면사무소,건축물,충청북도,다중이용건축물
홍성2배수지,상하수도,충청남도,지방상수도
광주광역시 북구청,건축물,광주광역시,다중이용건축물
제1연구동,건축물,경상남도,다중이용건축물
본관동,건축물,경상남도,다중이용건축물
제4연구동,건축물,경상남도,다중이용건축물
제2연구동,건축물,경상남도,다중이용건축물
서울남부지청,건축물,서울특별시,다중이용건축물
남동해수산연구소 본관동,건축물,경상남도,다중이용건축물
대가야국악당,건축물,경상북도,다중이용건축물
주산체육관,건축물,경상북도,다중이용건축물
사회단체회관(구 보건소),건축물,경상북도,다중이용건축물
화목2교,교량,경상남도,도로교량
마찰교,교량,경상남도,도로교량
죽동교,교량,경상남도,도로교량
삼문교,교량,경상남도,도로교량
봉암1교,교량,경상남도,도로교량
강동교,교량,경상남도,도로교량
유하교,교량,경상남도,도로교량
원지교(대동),교량,경상남도,도로교량
화목1교,교량,경상남도,도로교량
신정1교,교량,경상남도,도로교량
감천3교,교량,경상남도,도로교량
감천1교,교량,경상남도,도로교량
학산1교,교량,경상남도,도로교량
밀포교,교량,경상남도,도로교량
괴정3교,교량,경상남도,도로교량
감천2교,교량,경상남도,도로교량
사덕교,교량,경상남도,도로교량
하사천1교,교량,경상남도,도로교량
송촌교,교량,경상남도,도로교량
괴정2교,교량,경상남도,도로교량
이작1교,교량,경상남도,도로교량
안양1교,교량,경상남도,도로교량
대감배수장,하천,경상남도,배수펌프장
효동배수장,하천,경상남도,배수펌프장
고덕면사무소,건축물,충청남도,다중이용건축물
행정동,건축물,대전광역시,기타
계측기기동,건축물,대전광역시,기타
중앙공급실,건축물,대전광역시,기타
식당동,건축물,대전광역시,기타
방사선동,건축물,대전광역시,기타
6호관,건축물,서울특별시,다중이용건축물
8호관,건축물,서울특별시,다중이용건축물
3호관,건축물,서울특별시,다중이용건축물
7호관,건축물,서울특별시,다중이용건축물
9호관,건축물,서울특별시,대형건축물
10호관,건축물,서울특별시,다중이용건축물
1호관,건축물,서울특별시,대형건축물
"D4, 5 옹벽",옹벽,서울특별시,기타옹벽
A 옹벽,옹벽,서울특별시,기타옹벽
2호관,건축물,서울특별시,대형건축물
하안종합사회복지관,건축물,경기도,다중이용건축물
대전둔산소방서(본소),건축물,대전광역시,다중이용건축물
시립장애인체육관,건축물,광주광역시,다중이용건축물
광주광역시장애인종합복지관,건축물,광주광역시,다중이용건축물
국립현대미술관 미술품수장센터,건축물,충청북도,다중이용건축물
"강릉교도소 사회복귀과, 의무과",건축물,강원도,기타
강릉교도소 보안과,건축물,강원도,기타
강릉교도소 연무장,건축물,강원도,기타
강릉교도소 직원탈의실(갱의실-여직원),건축물,강원도,기타
강릉교도소 주복도,건축물,강원도,기타
강릉교도소 직원식당 ((구)경교대 사무실),건축물,강원도,기타
강릉교도소 공장,건축물,강원도,기타
강릉교도소 여사,건축물,강원도,기타
강릉교도소 구치사,건축물,강원도,기타
강릉교도소 감시대6,건축물,강원도,기타
강릉교도소 차고,건축물,강원도,기타
강릉교도소 접견실,건축물,강원도,기타
강릉교도소 복지과 사무실(경교대막사),건축물,강원도,기타
강릉교도소 유류창고,건축물,강원도,기타
강릉교도소 정문,건축물,강원도,기타
강릉교도소 감시대1,건축물,강원도,기타
강릉교도소 감시대4,건축물,강원도,기타
강릉교도소 감시대5,건축물,강원도,기타
강릉교도소 창고(차고옆구매창고),건축물,강원도,기타
고시원(가산동 42-5),건축물,서울특별시,기타
고시원(가산동 43-6),건축물,서울특별시,기타
고시원(독산동 1030-2),건축물,서울특별시,기타
고시원(독산동 145-14),건축물,서울특별시,기타
고시원(가산동142-42),건축물,서울특별시,기타
일반건축물(독산동 1009-78),건축물,서울특별시,기타
일반건축물(시흥동230-68),건축물,서울특별시,기타
고시원(가산동 139-12),건축물,서울특별시,기타
고시원(가산동 44-1),건축물,서울특별시,기타
일반건축물(시흥동 881-16),건축물,서울특별시,기타
고시원(독산동 146-13),건축물,서울특별시,기타
고시원(시흥동 870-30),건축물,서울특별시,기타
고시원(시흥동 113-98),건축물,서울특별시,기타
고시원(가산동 148-40),건축물,서울특별시,기타
일반건축물(시흥동 산19-12),건축물,서울특별시,기타
일반건축물(독산동 330-39),건축물,서울특별시,기타
고시원(독산동 985-3),건축물,서울특별시,기타
고시원(독산동 289-6),건축물,서울특별시,기타
고시원(독산동 293-19),건축물,서울특별시,기타
고시원(시흥동 995-11),건축물,서울특별시,기타
고시원(시흥동 995-19),건축물,서울특별시,기타
일반건축물(독산동378-351),건축물,서울특별시,기타
일반건축물(독산동378-27),건축물,서울특별시,기타
고시원(시흥동 870-8),건축물,서울특별시,기타
"일반건축물(가산동60-6, A동)",건축물,서울특별시,대형건축물
S&T 중공업,건축물,서울특별시,대형건축물
일반건축물(독산동 887-15),건축물,서울특별시,기타
일반건축물(독산동 193-26),건축물,서울특별시,기타
일반건축물(독산동191-4),건축물,서울특별시,기타
일반건축물(시흥동210-4),건축물,서울특별시,기타
연립주택(시흥동113-3),건축물,서울특별시,기타
고시원(독산동 1007-1),건축물,서울특별시,기타
고시원(가산동142-39),건축물,서울특별시,기타
일반건축물(독산동 894-16),건축물,서울특별시,기타
일반건축물(시흥동 909-37),건축물,서울특별시,기타
일반건축물(시흥동113-3),건축물,서울특별시,기타
고시원(독산동 299-31),건축물,서울특별시,기타
고시원(가산동 141-18),건축물,서울특별시,기타
고시원(가산동 147-1),건축물,서울특별시,기타
일반건축물(시흥동984-4),건축물,서울특별시,기타
고시원(독산동 1077-37),건축물,서울특별시,기타
고시원(독산동 284-12),건축물,서울특별시,기타
고시원(가산동 151-51),건축물,서울특별시,기타
남부실버요양센터 B동,건축물,서울특별시,기타
일반건축물(시흥동 885-6),건축물,서울특별시,기타
일반건축물(가산동 60-6 C동),건축물,서울특별시,기타
연립주택(독산동 1035-20),건축물,서울특별시,기타
일반건축물(가산동 142-5),건축물,서울특별시,기타
일반건축물(독산동 941-5),건축물,서울특별시,기타
고시원(독산동 1003-11),건축물,서울특별시,기타
고시원(가산동145-26),건축물,서울특별시,기타
JMS(K) A동,건축물,서울특별시,대형건축물
대형건축물(가산동 60-32),건축물,서울특별시,대형건축물
대형건축물(독산동 333-5),건축물,서울특별시,대형건축물
KEP전자(주),건축물,서울특별시,대형건축물
(주)천재교육 가동,건축물,서울특별시,대형건축물
대동 (1동),건축물,서울특별시,대형건축물
(주)신영와코루 E동,건축물,서울특별시,대형건축물
영창실리콘(주),건축물,서울특별시,대형건축물
로옴 코리아,건축물,서울특별시,대형건축물
(주)신영와코루제3공장 B동,건축물,서울특별시,대형건축물
한진 P&C,건축물,서울특별시,대형건축물
롯데정보통신,건축물,서울특별시,대형건축물
비엠아이,건축물,서울특별시,대형건축물
가산고시원(가산동 142-5),건축물,서울특별시,다중이용건축물
시흥ABC행복학습타운 교육동,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 가치관,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 100년상상관,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 한마음관,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 으뜸관,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 열림관,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 지혜관,건축물,경기도,다중이용건축물
시흥ABC행복학습타운 ABC홀,건축물,경기도,다중이용건축물
청양군청,건축물,충청남도,다중이용건축물
정부과천청사 고객안내센터,건축물,경기도,다중이용건축물
정부과천청사 1동,건축물,경기도,다중이용건축물
정부과천청사 2동,건축물,경기도,다중이용건축물
정부과천청사 관리동,건축물,경기도,다중이용건축물
정부과천청사 3동,건축물,경기도,다중이용건축물
정부과천청사 4동,건축물,경기도,다중이용건축물
정부과천청사 후생동,건축물,경기도,다중이용건축물
남해읍 행정복지센터,건축물,경상남도,다중이용건축물
광화문우체국,건축물,서울특별시,다중이용건축물
광산소방서,건축물,광주광역시,다중이용건축물
평택우체국,건축물,경기도,다중이용건축물
옹정초등학교 옹정초등학교 1동,건축물,경기도,다중이용건축물
인제우체국,건축물,강원도,다중이용건축물
죽곡1배수문,하천,경상남도,수문 및 통문
원주체신연립숙사,건축물,강원도,다중이용건축물
학하2교,교량,대전광역시,도로교량
동화교,교량,대전광역시,도로교량
성북교,교량,대전광역시,도로교량
탑립육교,교량,대전광역시,도로교량
장대교,교량,대전광역시,도로교량
구성교,교량,대전광역시,도로교량
유성교,교량,대전광역시,도로교량
제2안산교,교량,대전광역시,도로교량
동자교,교량,대전광역시,도로교량
제1안산교,교량,대전광역시,도로교량
약리동물동,건축물,대전광역시,다중이용건축물
식당동,건축물,대전광역시,기타
연구동,건축물,대전광역시,대형건축물
분원 본관동(1동),건축물,서울특별시,기타
대전시립장애인복지관,건축물,대전광역시,다중이용건축물
대치동 사옥,건축물,서울특별시,기타
대구지방고용노동청 포항지청,건축물,경상북도,다중이용건축물
삼척우체국,건축물,강원도,다중이용건축물
성주면사무소,건축물,충청남도,다중이용건축물
서울성동우체국,건축물,서울특별시,다중이용건축물
서울충정로우체국,건축물,서울특별시,다중이용건축물
안산우체국,건축물,경기도,다중이용건축물
마산우체국,건축물,경상남도,다중이용건축물
서울신길5동우체국,건축물,서울특별시,다중이용건축물
서울강북우체국,건축물,서울특별시,다중이용건축물
경산중방동우체국,건축물,경상북도,다중이용건축물
서울강동우체국,건축물,서울특별시,다중이용건축물
제주우체국,건축물,제주특별자치도,다중이용건축물
제주에버리치아파트,건축물,제주특별자치도,다중이용건축물
진해우체국,건축물,경상남도,다중이용건축물
서울서초우체국,건축물,서울특별시,다중이용건축물
경안동우체국,건축물,경기도,다중이용건축물
의정부3동우체국,건축물,경기도,다중이용건축물
동해우체국,건축물,강원도,다중이용건축물
김포북변동우체국,건축물,경기도,다중이용건축물
병영식당,건축물,경상남도,기타
병영식당,건축물,부산광역시,기타
31사단 광주북구예비군훈련장 강당,건축물,광주광역시,다중이용건축물
신교대대 병사식당,건축물,세종특별자치시,기타
통합사무실,건축물,울산광역시,기타
동두천우체국,건축물,경기도,다중이용건축물
안면배수지,상하수도,충청남도,지방상수도
남문배수지,상하수도,충청남도,지방상수도
대산읍사무소,건축물,충청남도,다중이용건축물
전주경원동우체국,건축물,전라북도,다중이용건축물
남원우체국,건축물,전라북도,다중이용건축물
남부천우체국,건축물,경기도,다중이용건축물
부산사하우체국,건축물,부산광역시,다중이용건축물
인천중동우체국,건축물,인천광역시,다중이용건축물
오산우체국,건축물,경기도,다중이용건축물
송탄우체국,건축물,경기도,다중이용건축물
강화우체국,건축물,인천광역시,다중이용건축물
장승포우체국,건축물,경상남도,다중이용건축물
거제우체국,건축물,경상남도,다중이용건축물
부산사상우체국,건축물,부산광역시,다중이용건축물
서울성북우체국,건축물,서울특별시,다중이용건축물
벌교우체국,건축물,전라남도,다중이용건축물
장성우체국,건축물,전라남도,다중이용건축물
담양우체국,건축물,전라남도,다중이용건축물
광주충장로우체국,건축물,광주광역시,다중이용건축물
순천조곡동우체국,건축물,전라남도,다중이용건축물
목포우체국,건축물,전라남도,다중이용건축물
구.부산국제우체국,건축물,부산광역시,다중이용건축물
함평우체국,건축물,전라남도,다중이용건축물
과천우체국,건축물,경기도,다중이용건축물
해남우체국,건축물,전라남도,다중이용건축물
서안양우체국,건축물,경기도,다중이용건축물
함안우체국,건축물,경상남도,다중이용건축물
부산금정우체국,건축물,부산광역시,다중이용건축물
익산중앙동우체국,건축물,전라북도,다중이용건축물
서울양천우체국,건축물,서울특별시,다중이용건축물
부안우체국,건축물,전라북도,다중이용건축물
진안우체국,건축물,전라북도,다중이용건축물
서산동문동우체국,건축물,충청남도,다중이용건축물
철원우체국,건축물,강원도,다중이용건축물
청주성안동우체국,건축물,충청북도,다중이용건축물
보은우체국,건축물,충청북도,다중이용건축물
금산우체국,건축물,충청남도,다중이용건축물
익산함열우체국,건축물,전라북도,다중이용건축물
천안대흥동우체국,건축물,충청남도,다중이용건축물
서울노원우체국,건축물,서울특별시,다중이용건축물
제천중앙동우체국,건축물,충청북도,다중이용건축물
서울청량리우체국,건축물,서울특별시,다중이용건축물
서울금천우체국,건축물,서울특별시,다중이용건축물
옥천우체국,건축물,충청북도,다중이용건축물
서천우체국,건축물,충청남도,다중이용건축물
장항우체국,건축물,충청남도,다중이용건축물
단양우체국,건축물,충청북도,다중이용건축물
아산온천동우체국,건축물,충청남도,다중이용건축물
부여우체국,건축물,충청남도,다중이용건축물
합천우체국,건축물,경상남도,다중이용건축물
전주소년원 교육관,건축물,전라북도,기타
전주소년원 강당,건축물,전라북도,기타
조치원우체국,건축물,세종특별자치시,대형건축물
울산신정동우체국,건축물,울산광역시,다중이용건축물
보령대천동우체국,건축물,충청남도,다중이용건축물
진주우체국,건축물,경상남도,다중이용건축물
서대전우체국,건축물,대전광역시,다중이용건축물
괴산우체국,건축물,충청북도,다중이용건축물
증평우체국,건축물,충청북도,다중이용건축물
예산우체국,건축물,충청남도,다중이용건축물
경주우체국,건축물,경상북도,다중이용건축물
고령우체국,건축물,경상북도,다중이용건축물
구미우체국,건축물,경상북도,다중이용건축물
군위우체국,건축물,경상북도,다중이용건축물
김천우체국,건축물,경상북도,다중이용건축물
사천우체국,건축물,경상남도,다중이용건축물
대구수성우체국,건축물,대구광역시,다중이용건축물
대구신암2동우체국,건축물,대구광역시,다중이용건축물
대구우체국,건축물,대구광역시,다중이용건축물
문경우체국,건축물,경상북도,다중이용건축물
북포항우체국,건축물,경상북도,다중이용건축물
서대구우체국,건축물,대구광역시,다중이용건축물
안동우체국,건축물,경상북도,다중이용건축물
영덕우체국,건축물,경상북도,다중이용건축물
정읍우체국,건축물,전라북도,다중이용건축물
영천우체국,건축물,경상북도,다중이용건축물
울진우체국,건축물,경상북도,다중이용건축물
의성우체국,건축물,경상북도,다중이용건축물
합덕우체국,건축물,충청남도,다중이용건축물
산청우체국,건축물,경상남도,다중이용건축물
서귀포중앙동우체국,건축물,제주특별자치도,다중이용건축물
고양주교동우체국,건축물,경기도,다중이용건축물
속초우체국,건축물,강원도,다중이용건축물
회천1동 주민센터,건축물,경기도,다중이용건축물
제2청사본관,건축물,제주특별자치도,다중이용건축물
제1청사본관,건축물,제주특별자치도,다중이용건축물
제2청사 제1별관,건축물,제주특별자치도,다중이용건축물
(통합)별관,건축물,제주특별자치도,다중이용건축물
옹암2교,교량,충청남도,도로교량
무명교,교량,충청남도,도로교량
홍성교,교량,충청남도,도로교량
오관교,교량,충청남도,도로교량
홍주교,교량,충청남도,도로교량
의사교,교량,충청남도,도로교량
홍성군청(본관),건축물,충청남도,다중이용건축물
홍성군청(민원실),건축물,충청남도,다중이용건축물
금정구종합사회복지관,건축물,부산광역시,다중이용건축물
성동초등학교 부지조성옹벽,옹벽,부산광역시,건축물옹벽
우당도서관,건축물,제주특별자치도,다중이용건축물
서동초등학교 주1동(교실),건축물,충청남도,다중이용건축물
"백강초등학교 본관교사(2,123.01)",건축물,충청남도,다중이용건축물
예천교육지원청 학생실내체육관,건축물,경상북도,다중이용건축물
남면행정복지센터,건축물,경기도,다중이용건축물
장흥면사무소,건축물,경기도,다중이용건축물
음성군수도사업소,건축물,충청북도,다중이용건축물
중앙기계실,건축물,대전광역시,기타
산업기술연구동,건축물,대전광역시,다중이용건축물
구조연구동,건축물,대전광역시,다중이용건축물
환경설비연구동,건축물,대전광역시,다중이용건축물
이원면사무소,건축물,충청북도,다중이용건축물
대화면청사,건축물,강원도,다중이용건축물
진부면청사,건축물,강원도,다중이용건축물
용평면청사,건축물,강원도,다중이용건축물
평창읍청사,건축물,강원도,다중이용건축물
방림면청사,건축물,강원도,다중이용건축물
계촌출장소(복지회관 포함),건축물,강원도,다중이용건축물
봉평면청사(복지회관 포함),건축물,강원도,다중이용건축물
평창군청사,건축물,강원도,다중이용건축물
미탄면청사,건축물,강원도,다중이용건축물
음성군청(후관),건축물,충청북도,다중이용건축물
공무원교육원 생활관,건축물,광주광역시,다중이용건축물
공무원교육원 본관동,건축물,광주광역시,다중이용건축물
군청사,건축물,경상남도,다중이용건축물
동이면사무소,건축물,충청북도,다중이용건축물
교통문화 연수원 생활관,건축물,전라북도,다중이용건축물
교통문화 연수원 본관,건축물,전라북도,다중이용건축물
장항교,교량,경기도,도로교량
계명1교,교량,경기도,도로교량
앵무교,교량,경기도,도로교량
신원교,교량,경기도,도로교량
사리현2교,교량,경기도,도로교량
자양종합시장,건축물,서울특별시,다중이용건축물
가화지하도,터널,충청북도,지하차도
삼금교,교량,충청북도,도로교량
중앙교,교량,충청북도,도로교량
삼양교,교량,충청북도,도로교량
금구교,교량,충청북도,도로교량
삼양2교,교량,충청북도,도로교량
군자동주민센터,건축물,경기도,다중이용건축물
칠선교,교량,경상북도,도로교량
굴포1교,교량,인천광역시,도로교량
굴포2교,교량,인천광역시,도로교량
작전교,교량,인천광역시,도로교량
가곡교,교량,경상북도,도로교량
승부길교,교량,경상북도,도로교량
봉화교,교량,경상북도,도로교량
삼계2교,교량,경상북도,도로교량
충청북도장애인종합복지관,건축물,충청북도,다중이용건축물
희망교,교량,강원도,도로교량
장원교,교량,강원도,도로교량
청소년교,교량,강원도,도로교량
성도교,교량,강원도,도로교량
동해교,교량,강원도,도로교량
무명교(화평냉면),교량,강원도,도로교량
방터교,교량,강원도,도로교량
대림교,교량,강원도,도로교량
상장교(경동택배),교량,강원도,도로교량
협심2교,교량,강원도,도로교량
문곡교,교량,강원도,도로교량
연지교,교량,강원도,도로교량
태서교,교량,강원도,도로교량
백산2교,교량,강원도,도로교량
한마음교,교량,강원도,도로교량
숙암2교,교량,강원도,도로교량
삼거2교,교량,강원도,도로교량
연화2교,교량,강원도,도로교량
절골교,교량,강원도,도로교량
화전2교,교량,강원도,도로교량
상장교(상장초·중교),교량,강원도,도로교량
양지2교,교량,강원도,도로교량
사내1교,교량,강원도,도로교량
무명교(버섯농장),교량,강원도,도로교량
양지교,교량,강원도,도로교량
철암교,교량,강원도,도로교량
절골2교,교량,강원도,도로교량
문양교,교량,강원도,도로교량
신일교,교량,강원도,도로교량
천포교,교량,강원도,도로교량
상사미교,교량,강원도,도로교량
무명교(함태수갱),교량,강원도,도로교량
괴산군청,건축물,충청북도,다중이용건축물
평창군사회복지센터,건축물,강원도,다중이용건축물
신애원,건축물,전라북도,다중이용건축물
단월교,교량,전라남도,도로교량
관덕교,교량,전라남도,도로교량
갈동교,교량,전라남도,도로교량
기룡교,교량,전라남도,도로교량
명동교,교량,전라남도,도로교량
갈동사문교,교량,전라남도,도로교량
교동교,교량,전라남도,도로교량
평기교,교량,전라남도,도로교량
석교교,교량,전라남도,도로교량
하분교,교량,전라남도,도로교량
연동교,교량,전라남도,도로교량
척상교,교량,전라남도,도로교량
난산교,교량,전라남도,도로교량
송전교,교량,전라남도,도로교량
대화동근로자종합복지회관,건축물,대전광역시,기타
청주시기록관,건축물,충청북도,다중이용건축물
하동우체국,건축물,경상남도,다중이용건축물
강원도환동해본부 강원도환동해본부 본관,건축물,강원도,기타
인천 내항 81호 임항창고,건축물,인천광역시,기타
예천군 보건소,건축물,경상북도,다중이용건축물
서울시 민방위교육장,건축물,서울특별시,다중이용건축물
무안읍청사,건축물,전라남도,다중이용건축물
충주시 공설시장,건축물,충청북도,기타
중앙어울림시장,건축물,충청북도,다중이용건축물
영덕읍사무소,건축물,경상북도,다중이용건축물
풍전교,교량,강원도,도로교량
(구)용화터널,터널,강원도,도로터널
유곡교,교량,강원도,도로교량
유곡교,교량,강원도,도로교량
샘통교,교량,강원도,도로교량
오덕교,교량,강원도,도로교량
동온교,교량,강원도,도로교량
지포교,교량,강원도,도로교량
(구)백마교,교량,강원도,도로교량
유곡1교,교량,강원도,도로교량
영춘교,교량,강원도,도로교량
부적교,교량,강원도,도로교량
합천군청 제2청사,건축물,경상남도,다중이용건축물
합천군청,건축물,경상남도,다중이용건축물
합천읍사무소,건축물,경상남도,다중이용건축물
보령시 수도사업소,건축물,충청남도,다중이용건축물
제3공학관(삼척캠퍼스),건축물,강원도,대형건축물
