시설물명,시설물구분,시설물소재지,시설물종류
가창 취·정수시설물,상하수도,대구광역시,지방상수도
대치빗물펌프장,하천,서울특별시,배수펌프장
압구1수문,하천,서울특별시,수문 및 통문
압구2수문,하천,서울특별시,수문 및 통문
대치배수문,하천,서울특별시,수문 및 통문
탄천1수문,하천,서울특별시,수문 및 통문
탄천2수문,하천,서울특별시,수문 및 통문
탄천3수문,하천,서울특별시,수문 및 통문
탄천4수문,하천,서울특별시,수문 및 통문
일원보도육교,교량,서울특별시,육교
양전 보도육교,교량,서울특별시,육교
영동4교,교량,서울특별시,도로교량
내곡배수지,상하수도,서울특별시,지방상수도
양재배수지,상하수도,서울특별시,지방상수도
서초배수지,상하수도,서울특별시,지방상수도
강남관내 도송수관로,상하수도,서울특별시,지방상수도
우면산가압장,상하수도,서울특별시,지방상수도
천호빗물펌프장,하천,서울특별시,배수펌프장
고덕천1수문,하천,서울특별시,수문 및 통문
고덕천2수문,하천,서울특별시,수문 및 통문
고덕수문,하천,서울특별시,수문 및 통문
천호3수문,하천,서울특별시,수문 및 통문
천호2수문,하천,서울특별시,수문 및 통문
천호1배수문,하천,서울특별시,수문 및 통문
거마배수지,상하수도,경기도,지방상수도
오금배수지,상하수도,서울특별시,지방상수도
강동수도관내 도송수관로,상하수도,서울특별시,지방상수도
07WK46D11700,절토사면,강원도,도로사면
07WK46D12100,절토사면,강원도,도로사면
07WK46D12300,절토사면,강원도,도로사면
07WK46D12500,절토사면,강원도,도로사면
07WK46D12600,절토사면,강원도,도로사면
07WK46D17200,절토사면,강원도,도로사면
07WK46D18500,절토사면,강원도,도로사면
07WK46D17800,절토사면,강원도,도로사면
동해2터널,터널,강원도,도로터널
동해1터널,터널,강원도,도로터널
07WK46D15700,절토사면,강원도,도로사면
임곡천교,교량,강원도,도로교량
진부2교,교량,강원도,도로교량
고단교,교량,강원도,도로교량
장신5교,교량,강원도,도로교량
부동교,교량,강원도,도로교량
정동천교,교량,강원도,도로교량
제추교,교량,강원도,도로교량
상시교,교량,강원도,도로교량
북천교,교량,강원도,도로교량
염창2호수문,하천,서울특별시,수문 및 통문
상사4호수문,하천,서울특별시,수문 및 통문
행주대교IC수문,하천,서울특별시,수문 및 통문
안양천제방-강서구,하천,서울특별시,제방
오류철도고가차도,교량,서울특별시,철도교량
화곡터널,터널,서울특별시,도로터널
도림천복개구조물 좌안,교량,서울특별시,복개구조물
염창IC하부복개,교량,서울특별시,도로교량
시흥I.C,교량,서울특별시,도로교량
도림천하류복개구조물,교량,서울특별시,도로교량
오금교접속교,터널,서울특별시,지하차도
오목교동측지하보차도,터널,서울특별시,지하차도
여의2지하차도,터널,서울특별시,지하차도
구로역지하차도,터널,서울특별시,지하차도
개화천복개구조물,기타,서울특별시,기타
목동교서측지하차도,터널,서울특별시,지하차도
성산지하차도,터널,서울특별시,지하차도
개화지하차도,터널,서울특별시,지하차도
오목교서측지하차도,터널,서울특별시,지하차도
영등포로타리 I.C,교량,서울특별시,도로교량
개봉철도고가차도,교량,서울특별시,도로교량
고척교,교량,서울특별시,도로교량
목동교,교량,서울특별시,도로교량
오금교,교량,서울특별시,도로교량
여의2교,교량,서울특별시,도로교량
가리봉철도고가차도,교량,서울특별시,도로교량
개봉고가차도,교량,서울특별시,도로교량
국회앞지하차도,터널,서울특별시,지하차도
서울교,교량,서울특별시,도로교량
공항입구지하차도,터널,서울특별시,지하차도
오금지하차도,터널,서울특별시,지하차도
등촌지하차도,터널,서울특별시,지하차도
목동배수지,상하수도,서울특별시,지방상수도
오류2배수지,상하수도,서울특별시,지방상수도
온수2배수지,상하수도,서울특별시,지방상수도
개봉배수지,상하수도,서울특별시,지방상수도
신월배수지,상하수도,서울특별시,지방상수도
신정배수지,상하수도,서울특별시,지방상수도
우장산배수지,상하수도,서울특별시,지방상수도
강서관내 도송수관로,상하수도,서울특별시,지방상수도
강진읍 상수도,상하수도,전라남도,지방상수도
거제 지방상수도,상하수도,경상남도,지방상수도
석유저장시설(1차기지),기타,경상남도,기타
지산교,교량,경상남도,도로교량
가북교,교량,경상남도,도로교량
비곡교,교량,경상남도,도로교량
소정교(소정진입교),교량,경상남도,도로교량
황강교,교량,경상남도,도로교량
장백교,교량,경상남도,도로교량
수옥교,교량,경상남도,도로교량
개명교,교량,경상남도,도로교량
무릉교,교량,경상남도,도로교량
공수교,교량,경상남도,도로교량
용동교,교량,경상남도,도로교량
생초교(구),교량,경상남도,도로교량
농산교(원농산교),교량,경상남도,도로교량
중앙대교,교량,광주광역시,도로교량
서석교,교량,광주광역시,도로교량
신운교,교량,광주광역시,도로교량
원지교,교량,광주광역시,도로교량
송정지하차도,터널,광주광역시,지하차도
신안교,교량,광주광역시,도로교량
남광교,교량,광주광역시,도로교량
송암고가교,교량,광주광역시,도로교량
동운고가교,교량,광주광역시,도로교량
대촌육교,교량,광주광역시,도로교량
장록교,교량,광주광역시,도로교량
임동교,교량,광주광역시,도로교량
양동복개도로,교량,광주광역시,도로교량
천변구조물16교,교량,광주광역시,도로교량
소정천 복개구조물,교량,부산광역시,복개구조물
감전유수지지류복개구조물,교량,부산광역시,복개구조물
동천복개구조물,교량,부산광역시,복개구조물
사직천 복개구조물,교량,부산광역시,복개구조물
원동교,교량,부산광역시,도로교량
괘법교,교량,부산광역시,도로교량
엄궁2교,교량,부산광역시,도로교량
온천4호교,교량,부산광역시,도로교량
산업3호교,교량,부산광역시,도로교량
안락교,교량,부산광역시,도로교량
충렬교,교량,부산광역시,도로교량
학장1교,교량,부산광역시,도로교량
남산교,교량,부산광역시,도로교량
엄궁3교,교량,부산광역시,도로교량
구서교,교량,부산광역시,도로교량
엄궁1교,교량,부산광역시,도로교량
동천교,교량,부산광역시,도로교량
온천5호교,교량,부산광역시,도로교량
우장춘 지하차도,터널,부산광역시,지하차도
안락 지하차도,터널,부산광역시,지하차도
연안교,교량,부산광역시,도로교량
주례지하차도,터널,부산광역시,지하차도
부산구덕터널(하행),터널,부산광역시,도로터널
부산터널(상),터널,부산광역시,도로터널
부산터널(하),터널,부산광역시,도로터널
대티터널(상),터널,부산광역시,도로터널
대티터널(하),터널,부산광역시,도로터널
춘천 복개구조물,교량,부산광역시,복개구조물
우동천 복개구조물,교량,부산광역시,복개구조물
부산구덕터널(상행),터널,부산광역시,도로터널
문현터널(상),터널,부산광역시,도로터널
문현터널(하),터널,부산광역시,도로터널
"오륜터널(구,상)",터널,부산광역시,도로터널
"오륜터널(구,하)",터널,부산광역시,도로터널
광안터널(상),터널,부산광역시,도로터널
광안터널(하),터널,부산광역시,도로터널
대연터널(상),터널,부산광역시,도로터널
대연터널(하),터널,부산광역시,도로터널
수영터널(상),터널,부산광역시,도로터널
수영터널(하),터널,부산광역시,도로터널
용호천 복개구조물,교량,부산광역시,복개구조물
UN로 복개구조물,교량,부산광역시,복개구조물
부두교,교량,부산광역시,도로교량
우동천교,교량,부산광역시,도로교량
범일교,교량,부산광역시,도로교량
자성1호교,교량,부산광역시,도로교량
자성교,교량,부산광역시,도로교량
좌동 지하차도,터널,부산광역시,지하차도
구서고가교(상),교량,부산광역시,도로교량
영주고가교,교량,부산광역시,도로교량
부산대교,교량,부산광역시,도로교량
수영고가교,교량,부산광역시,도로교량
문현고가교,교량,부산광역시,도로교량
원동고가교,교량,부산광역시,도로교량
동천고가교,교량,부산광역시,도로교량
회동고가교,교량,부산광역시,도로교량
우동 지하차도,터널,부산광역시,지하차도
망미교,교량,부산광역시,도로교량
효죽교,교량,충청북도,도로교량
탑평교,교량,충청북도,도로교량
송한교,교량,충청북도,도로교량
중전교,교량,충청북도,도로교량
송계5교,교량,충청북도,도로교량
전곡교,교량,충청북도,도로교량
동량교,교량,충청북도,도로교량
별방1교,교량,충청북도,도로교량
보발교,교량,충청북도,도로교량
가대2교,교량,충청북도,도로교량
대화교,교량,충청북도,도로교량
청풍교,교량,충청북도,도로교량
덕주교,교량,충청북도,도로교량
응골교,교량,충청북도,도로교량
가신교,교량,충청북도,도로교량
금곡육교,교량,충청북도,도로교량
괴동교,교량,충청북도,도로교량
보발3교,교량,충청북도,도로교량
보발2교,교량,충청북도,도로교량
별방2교,교량,충청북도,도로교량
석문교,교량,충청북도,도로교량
성금교,교량,충청북도,도로교량
덕해교,교량,충청북도,도로교량
수상교,교량,충청북도,도로교량
송계3교,교량,충청북도,도로교량
와룡교,교량,충청북도,도로교량
용포교,교량,충청북도,도로교량
송계2교,교량,충청북도,도로교량
하천대교,교량,충청북도,도로교량
송계1교,교량,충청북도,도로교량
고교,교량,충청북도,도로교량
장천교,교량,충청북도,도로교량
목계교,교량,충청북도,도로교량
영춘교,교량,충청북도,도로교량
옥정리 절토사면1(산80-14),절토사면,경기도,도로사면
정배리 절토사면(산87-2),절토사면,경기도,도로사면
산음리 절토사면(산60-3),절토사면,경기도,도로사면
망미리 절토사면(산1-1),절토사면,경기도,도로사면
월산리 절토사면(산332-3),절토사면,경기도,도로사면
도장리 절토사면(177-5),절토사면,경기도,도로사면
옥정리 절토사면2(산80-14),절토사면,경기도,도로사면
양수리 절토사면(106-2),절토사면,경기도,도로사면
석산리 절토사면(산100-10),절토사면,경기도,도로사면
도전리 절토사면(산265-5),절토사면,경기도,도로사면
갈운리 절토사면(1365),절토사면,경기도,도로사면
북양리 절토사면(565-36),절토사면,경기도,도로사면
옥정리 절토사면(산77-10),절토사면,경기도,도로사면
상안리 절토사면(8-12),절토사면,경기도,도로사면
산음리 절토사면(산31-10),절토사면,경기도,도로사면
광탄리 절토사면(산9-4),절토사면,경기도,도로사면
갈운리 절토사면(산261-2),절토사면,경기도,도로사면
문호리 절토사면(1029),절토사면,경기도,도로사면
산음리 절토사면(산31-6),절토사면,경기도,도로사면
옥정리 절토사면(산77-7),절토사면,경기도,도로사면
구래리 절토사면(748-5),절토사면,경기도,도로사면
대대리 절토사면(산208),절토사면,경기도,도로사면
영동리 절토사면(산34-7),절토사면,경기도,도로사면
정배리 절토사면(산88-6),절토사면,경기도,도로사면
향소리 절토사면(산6-4),절토사면,경기도,도로사면
귀여리 절토사면(산3-17),절토사면,경기도,도로사면
공세리 절토사면(산8-8),절토사면,경기도,도로사면
공세리 절토사면(263),절토사면,경기도,도로사면
갈운리 절토사면(산249-10),절토사면,경기도,도로사면
신복리 절토사면(78-1),절토사면,경기도,도로사면
정배리 절토사면(산90),절토사면,경기도,도로사면
사창교,교량,경기도,도로교량
아곡교,교량,경기도,도로교량
중룡교,교량,경기도,도로교량
화봉육교,교량,경기도,도로교량
운심교,교량,경기도,도로교량
삼가1교,교량,경기도,도로교량
향소교,교량,경기도,도로교량
송전1교,교량,경기도,도로교량
상수직교,교량,경기도,도로교량
오리교,교량,경기도,도로교량
덕촌교,교량,경기도,도로교량
묘봉교,교량,경기도,도로교량
귀여교,교량,경기도,도로교량
군월교(상),교량,경기도,도로교량
명당교,교량,경기도,도로교량
군월교(하),교량,경기도,도로교량
백암교,교량,경기도,도로교량
번천1교,교량,경기도,도로교량
대동교,교량,경기도,도로교량
개곡교,교량,경기도,도로교량
창명여중 앞 보도육교,교량,경기도,육교
두현교,교량,경기도,도로교량
석운교,교량,경기도,도로교량
산직교,교량,경기도,도로교량
기천교,교량,경기도,도로교량
모가육교,교량,경기도,도로교량
신갈교,교량,경기도,도로교량
무갑교,교량,경기도,도로교량
흑천교,교량,경기도,도로교량
용수교,교량,경기도,도로교량
서원교,교량,경기도,도로교량
강하교,교량,경기도,도로교량
병산교,교량,경기도,도로교량
희망교,교량,경기도,도로교량
송탄육교,교량,경기도,도로교량
내룡교,교량,경기도,도로교량
대석교,교량,경기도,도로교량
진위교,교량,경기도,도로교량
오금교1,교량,경기도,도로교량
금동교,교량,경기도,도로교량
영장2교,교량,경기도,도로교량
팔팔교,교량,경기도,도로교량
장군교,교량,경기도,도로교량
상동교,교량,경기도,도로교량
역말교,교량,경기도,도로교량
새마을교,교량,경기도,도로교량
심곡1교,교량,경기도,도로교량
고산교,교량,경기도,도로교량
산정3교,교량,경기도,도로교량
대동교,교량,경기도,도로교량
중산교,교량,경기도,도로교량
금승교,교량,경기도,도로교량
영장1교,교량,경기도,도로교량
구읍교,교량,경기도,도로교량
석현교,교량,경기도,도로교량
가곡교,교량,경기도,도로교량
신촌교,교량,경기도,도로교량
호성교,교량,경기도,도로교량
고비교,교량,경기도,도로교량
권율교,교량,경기도,도로교량
효촌2교,교량,경기도,도로교량
영천배수장,하천,경기도,배수펌프장
송촌배수장,하천,경기도,배수펌프장
갈현2,하천,경기도,배수펌프장
검산배수장,하천,경기도,배수펌프장
교하1,하천,경기도,배수펌프장
오남저수지,댐,경기도,용수전용댐
기산저수지,댐,경기도,용수전용댐
고삼저수지,댐,경기도,용수전용댐
금광저수지,댐,경기도,용수전용댐
기흥저수지,댐,경기도,용수전용댐
이동저수지,댐,경기도,용수전용댐
산정저수지,댐,경기도,용수전용댐
흥부저수지,댐,경기도,용수전용댐
청계저수지,댐,경기도,용수전용댐
금사저수지,댐,경기도,용수전용댐
반월저수지,댐,경기도,용수전용댐
백운저수지,댐,경기도,용수전용댐
보통저수지,댐,경기도,용수전용댐
덕우저수지,댐,경기도,용수전용댐
동방저수지,댐,경기도,용수전용댐
왕송저수지,댐,경기도,용수전용댐
봉암저수지,댐,경기도,용수전용댐
용담저수지,댐,경기도,용수전용댐
청용저수지,댐,경기도,용수전용댐
용설저수지,댐,경기도,용수전용댐
미산저수지,댐,경기도,용수전용댐
마둔저수지,댐,경기도,용수전용댐
고구저수지,댐,인천광역시,용수전용댐
길상2저수지,댐,인천광역시,용수전용댐
고모저수지,댐,경기도,용수전용댐
마지저수지,댐,경기도,용수전용댐
고려저수지,댐,인천광역시,용수전용댐
국화저수지,댐,인천광역시,용수전용댐
애룡저수지,댐,경기도,용수전용댐
원당저수지,댐,경기도,용수전용댐
효촌저수지,댐,경기도,용수전용댐
대산저수지,댐,인천광역시,용수전용댐
삼산저수지,댐,인천광역시,용수전용댐
길정저수지,댐,인천광역시,용수전용댐
백학저수지,댐,경기도,용수전용댐
우금저수지,댐,경기도,용수전용댐
삼정,하천,경기도,배수펌프장
갈현1,하천,경기도,배수펌프장
교하2배수장,하천,경기도,배수펌프장
오금양배수장,하천,경기도,배수펌프장
신곡양배수장,하천,경기도,배수펌프장
아산방조제,하천,경기도,하구둑
남양방조제,하천,경기도,하구둑
대룡방조제,하천,인천광역시,하구둑
후포방조제,하천,인천광역시,하구둑
무학방조제,하천,인천광역시,하구둑
양갑방조제,하천,인천광역시,하구둑
인사방조제,하천,인천광역시,하구둑
지석방조제,하천,인천광역시,하구둑
상리방조제,하천,인천광역시,하구둑
하리방조제,하천,인천광역시,하구둑
가능포방조제,하천,인천광역시,하구둑
구하방조제,하천,인천광역시,하구둑
망월방조제,하천,인천광역시,하구둑
황청방조제,하천,인천광역시,하구둑
난정방조제,하천,인천광역시,하구둑
사우양배수장,하천,경기도,배수펌프장
원동1교,교량,경상북도,철도교량
대명교,교량,경상북도,도로교량
인흥1교,교량,경상북도,도로교량
시장교,교량,경상북도,도로교량
현흥2교,교량,경상북도,도로교량
금복교,교량,경상북도,도로교량
성남교,교량,경상북도,도로교량
행정교,교량,경상북도,도로교량
당리교,교량,경상북도,도로교량
원동2교,교량,경상북도,도로교량
압량소교,교량,경상북도,도로교량
금곡교,교량,경상북도,도로교량
가야교,교량,경상북도,도로교량
황사배수장,하천,경상남도,배수펌프장
오천3배수장,하천,경상남도,배수펌프장
농소양배수장,하천,경상남도,배수펌프장
월현1배수장,하천,경상남도,배수펌프장
신장암 배수장,하천,경상남도,배수펌프장
수산배수장,하천,경상남도,배수펌프장
거족양배수장,하천,경상남도,배수펌프장
옥열배수장,하천,경상남도,배수펌프장
대송양배수장,하천,경상남도,배수펌프장
반월배수장,하천,경상남도,배수펌프장
산서배수장,하천,경상남도,배수펌프장
오운양배수장,하천,경상남도,배수펌프장
거족배수장,하천,경상남도,배수펌프장
북부양배수장,하천,경상남도,배수펌프장
유등2배수장,하천,경상남도,배수펌프장
한림(구)배수장,하천,경상남도,배수펌프장
초동배수장,하천,경상남도,배수펌프장
수산양배수장,하천,경상남도,배수펌프장
외산배수장,하천,경상남도,배수펌프장
분삼배수장,하천,경상남도,배수펌프장
감동저수지,댐,경상남도,용수전용댐
봉산저수지,댐,경상남도,용수전용댐
옥천저수지,댐,경상남도,용수전용댐
장척저수지,댐,경상남도,용수전용댐
가산저수지,댐,경상남도,용수전용댐
초동저수지,댐,경상남도,용수전용댐
송정저수지,댐,울산광역시,용수전용댐
죽전저수지,댐,경상남도,용수전용댐
갈곡저수지,댐,경상남도,용수전용댐
가인(봉의)저수지,댐,경상남도,용수전용댐
와룡저수지,댐,경상남도,용수전용댐
남성저수지,댐,경상남도,용수전용댐
솔기저수지,댐,경상남도,용수전용댐
가북저수지,댐,경상남도,용수전용댐
웅양저수지,댐,경상남도,용수전용댐
진례저수지,댐,경상남도,용수전용댐
복곡저수지,댐,경상남도,용수전용댐
묵계저수지,댐,경상남도,용수전용댐
명관저수지,댐,경상남도,용수전용댐
서암저수지,댐,경상남도,용수전용댐
덕암저수지,댐,경상남도,용수전용댐
하이저수지,댐,경상남도,용수전용댐
갈천저수지,댐,경상남도,용수전용댐
양화저수지,댐,경상남도,용수전용댐
대가저수지,댐,경상남도,용수전용댐
궁유저수지,댐,경상남도,용수전용댐
주남저수지,댐,경상남도,용수전용댐
가월저수지,댐,경상남도,용수전용댐
산남저수지,댐,경상남도,용수전용댐
구룡저수지,댐,경상남도,용수전용댐
두량저수지,댐,경상남도,용수전용댐
노연배수장,하천,경상남도,배수펌프장
신당배수장,하천,경상남도,배수펌프장
원원배수장,하천,경상남도,배수펌프장
진성양배수장,하천,경상남도,배수펌프장
마성양배수장,하천,경상남도,배수펌프장
동곡양배수장,하천,경상남도,배수펌프장
외산배수장,하천,경상남도,배수펌프장
어은배수장,하천,경상남도,배수펌프장
부림배수장,하천,경상남도,배수펌프장
민내포양배수장,하천,경상남도,배수펌프장
장구산양배수장,하천,경상남도,배수펌프장
곡강배수문,하천,경상남도,수문 및 통문
송용양배수장,하천,경상남도,배수펌프장
남부양배수장,하천,경상남도,배수펌프장
본포배수문,하천,경상남도,수문 및 통문
유어양배수장,하천,경상남도,배수펌프장
경상대학교병원 파워플랜트동,건축물,경상남도,다중이용건축물
경상대학교병원본관동,건축물,경상남도,대형건축물
문양배수장,하천,대구광역시,배수펌프장
무림배수장,하천,경상북도,배수펌프장
풍천배수장,하천,경상북도,배수펌프장
위천배수장,하천,대구광역시,배수펌프장
본리배수장,하천,대구광역시,배수펌프장
화옥양배수장,하천,대구광역시,배수펌프장
대암배수장,하천,대구광역시,배수펌프장
낙정배수장,하천,경상북도,배수펌프장
고경저수지,댐,경상북도,용수전용댐
당지저수지,댐,경상북도,용수전용댐
대승저수지,댐,경상북도,용수전용댐
임고저수지,댐,경상북도,용수전용댐
풍락저수지,댐,경상북도,용수전용댐
화산저수지,댐,경상북도,용수전용댐
회룡저수지,댐,경상북도,용수전용댐
경천저수지,댐,경상북도,용수전용댐
동명저수지,댐,경상북도,용수전용댐
지천저수지,댐,경상북도,용수전용댐
가음저수지,댐,경상북도,용수전용댐
금봉저수지,댐,경상북도,용수전용댐
용천저수지,댐,경상북도,용수전용댐
용곡저수지,댐,경상북도,용수전용댐
하곡저수지,댐,경상북도,용수전용댐
박달저수지,댐,경상북도,용수전용댐
보문저수지,댐,경상북도,용수전용댐
송선저수지,댐,경상북도,용수전용댐
심곡저수지,댐,경상북도,용수전용댐
옥산저수지,댐,경상북도,용수전용댐
도천저수지,댐,경상북도,용수전용댐
매화저수지,댐,경상북도,용수전용댐
명계저수지,댐,경상북도,용수전용댐
왕신저수지,댐,경상북도,용수전용댐
묘곡저수지,댐,경상북도,용수전용댐
화장(구천)저수지,댐,경상북도,용수전용댐
갈평저수지,댐,경상북도,용수전용댐
대원저수지,댐,경상북도,용수전용댐
덕가저수지,댐,경상북도,용수전용댐
상판저수지,댐,경상북도,용수전용댐
오태저수지,댐,경상북도,용수전용댐
지평저수지,댐,경상북도,용수전용댐
창림저수지,댐,경상북도,용수전용댐
청상저수지,댐,경상북도,용수전용댐
판곡저수지,댐,경상북도,용수전용댐
안심저수지,댐,경상북도,용수전용댐
고현저수지,댐,경상북도,용수전용댐
금오저수지,댐,경상북도,용수전용댐
대성저수지,댐,경상북도,용수전용댐
무을저수지,댐,경상북도,용수전용댐
오로저수지,댐,경상북도,용수전용댐
오봉저수지,댐,경상북도,용수전용댐
단산저수지,댐,대구광역시,용수전용댐
도원저수지,댐,대구광역시,용수전용댐
옥연저수지,댐,대구광역시,용수전용댐
하빈저수지,댐,경상북도,용수전용댐
노홍저수지,댐,대구광역시,용수전용댐
달창저수지,댐,대구광역시,용수전용댐
봉학저수지,댐,경상북도,용수전용댐
소성저수지,댐,경상북도,용수전용댐
오어저수지,댐,경상북도,용수전용댐
용곡저수지(송라),댐,경상북도,용수전용댐
용연저수지,댐,경상북도,용수전용댐
화곡저수지,댐,경상북도,용수전용댐
송내저수지,댐,경상북도,용수전용댐
조성저수지,댐,경상북도,용수전용댐
금화저수지,댐,경상북도,용수전용댐
남매저수지,댐,경상북도,용수전용댐
문천저수지,댐,경상북도,용수전용댐
개천저수지,댐,경상북도,용수전용댐
개운저수지,댐,경상북도,용수전용댐
소월저수지,댐,경상북도,용수전용댐
만운저수지,댐,경상북도,용수전용댐
금계저수지,댐,경상북도,용수전용댐
금포양배수장,하천,대구광역시,배수펌프장
왕골배수장,하천,대구광역시,배수펌프장
지동양배수장,하천,대구광역시,배수펌프장
원교1양배수장,하천,대구광역시,배수펌프장
낙산배수장,하천,경상북도,배수펌프장
다산배수장,하천,경상북도,배수펌프장
예곡배수장,하천,경상북도,배수펌프장
중부2터널(남이),터널,경기도,도로터널
중부3터널(남이),터널,경기도,도로터널
중부선 338.56~339.07(통영)절토사면,절토사면,경기도,도로사면
중부선 325.76~326.1(하남)절토사면,절토사면,경기도,도로사면
중부선 348.38~348.81(통영)절토사면,절토사면,경기도,도로사면
중부1터널(하남),터널,경기도,도로터널
중부2터널(하남),터널,경기도,도로터널
중부3터널(하남),터널,경기도,도로터널
중부선 360.97~361.52(통영)절토사면,절토사면,경기도,도로사면
중부선 362.6(통영)절토사면,절토사면,경기도,도로사면
중부선 332.21~332.38(통영)절토사면,절토사면,경기도,도로사면
중부선 333.48~333.84(통영)절토사면,절토사면,경기도,도로사면
중부선 358.00~358.13(하남)절토사면,절토사면,경기도,도로사면
중부선 357.85~357.95(하남)절토사면,절토사면,경기도,도로사면
중부선 360.73~360.83(통영)절토사면,절토사면,경기도,도로사면
중부1터널(남이),터널,경기도,도로터널
초월교(남이),교량,경기도,도로교량
곤지암2육교(하남),교량,경기도,도로교량
곤지암2육교(남이),교량,경기도,도로교량
광주2교,교량,경기도,도로교량
곤지암3육교,교량,경기도,도로교량
목리교(남이),교량,경기도,도로교량
안평육교(남이0),교량,경기도,도로교량
신월천교(하남),교량,경기도,도로교량
천현교(하남0),교량,경기도,도로교량
천진암육교(하남),교량,경기도,도로교량
천현교(남이0),교량,경기도,도로교량
천진암육교(남이),교량,경기도,도로교량
산곡천2교(남이0),교량,경기도,도로교량
호법5육교(강릉0),교량,경기도,도로교량
산곡천3교(하남0),교량,경기도,도로교량
산곡천2교(하남0),교량,경기도,도로교량
초월교(하남),교량,경기도,도로교량
산곡천3교(남이0),교량,경기도,도로교량
광주1교(남이),교량,경기도,도로교량
지월교(하남),교량,경기도,도로교량
신월천교(남이),교량,경기도,도로교량
덕풍천교(남이0),교량,경기도,도로교량
진우육교(남이),교량,경기도,도로교량
지월교(남이),교량,경기도,도로교량
광주1교(하남),교량,경기도,도로교량
안평육교(하남0),교량,경기도,도로교량
삼리1육교(하남),교량,경기도,도로교량
삼리1육교(남이),교량,경기도,도로교량
진우육교(하남),교량,경기도,도로교량
광주IC육교(하남),교량,경기도,도로교량
하남JCT교(남이0),교량,경기도,도로교량
목리교(하남),교량,경기도,도로교량
덕풍천교(하남0),교량,경기도,도로교량
광주IC육교(남이),교량,경기도,도로교량
하남JCT교(하남0),교량,경기도,도로교량
호법4육교(강릉0),교량,경기도,도로교량
상산곡육교(하남0),교량,경기도,도로교량
장암천교(남이1),교량,경기도,도로교량
번천1교(남이),교량,경기도,도로교량
번천3교(남이),교량,경기도,도로교량
광주3교,교량,경기도,도로교량
경안천교(남이),교량,경기도,도로교량
곤지암천교(남이),교량,경기도,도로교량
노곡천교(남이),교량,경기도,도로교량
용면교(남이),교량,경기도,도로교량
장암천교(남이0),교량,경기도,도로교량
노곡천교(하남),교량,경기도,도로교량
광지원2교(하남),교량,경기도,도로교량
엄미2교(하남),교량,경기도,도로교량
번천2교(하남),교량,경기도,도로교량
엄미1교(남이),교량,경기도,도로교량
용면교(하남),교량,경기도,도로교량
엄미1교(하남),교량,경기도,도로교량
광지원2교(남이),교량,경기도,도로교량
상산곡육교(남이0),교량,경기도,도로교량
상산곡교(남이0),교량,경기도,도로교량
엄미2교(남이),교량,경기도,도로교량
광지원1교(남이),교량,경기도,도로교량
번천2교(남이),교량,경기도,도로교량
장암천교(하남0),교량,경기도,도로교량
상산곡교(하남0),교량,경기도,도로교량
광지원1교(하남),교량,경기도,도로교량
번천1교(하남),교량,경기도,도로교량
경안천교(하남),교량,경기도,도로교량
곤지암천교(하남),교량,경기도,도로교량
번천3교(하남),교량,경기도,도로교량
화랑교,교량,경상북도,도로교량
시동교,교량,경상북도,도로교량
상라교,교량,경상북도,도로교량
석탑교,교량,경상북도,도로교량
양지교,교량,경상북도,도로교량
건천지하차도,터널,경상북도,지하차도
하신교,교량,경상북도,도로교량
아화교,교량,경상북도,도로교량
문천교,교량,경상북도,도로교량
이조교,교량,경상북도,도로교량
구정교,교량,경상북도,도로교량
수북새마을교,교량,경상북도,도로교량
암곡교,교량,경상북도,도로교량
명곡교,교량,경상북도,도로교량
대곡교,교량,경상북도,도로교량
마곡교,교량,경상북도,도로교량
구지교,교량,경상북도,도로교량
장항교,교량,경상북도,도로교량
평동교,교량,경상북도,도로교량
단구교,교량,경상북도,도로교량
동산교,교량,경상북도,도로교량
건천교,교량,경상북도,도로교량
고운교,교량,경상북도,도로교량
황룡교,교량,경상북도,도로교량
금량교,교량,경상북도,도로교량
조양육교,교량,경상북도,도로교량
월성교,교량,경상북도,도로교량
오릉교,교량,경상북도,도로교량
마동교,교량,경상북도,도로교량
경주교,교량,경상북도,도로교량
구황교,교량,경상북도,도로교량
효현교,교량,경상북도,도로교량
서천교,교량,경상북도,도로교량
덕동교,교량,경상북도,도로교량
시다교,교량,경상북도,도로교량
사방2교,교량,경상북도,도로교량
새원교,교량,경상북도,도로교량
오암교,교량,경상북도,도로교량
무명교(권이2교),교량,경상북도,도로교량
고봉교,교량,경상북도,도로교량
전동교,교량,경상북도,도로교량
구일1교,교량,경상북도,도로교량
갈곡교,교량,경상북도,도로교량
화림교,교량,경상북도,도로교량
근계교,교량,경상북도,도로교량
노곡교,교량,경상북도,도로교량
서편교,교량,경상북도,도로교량
명계교,교량,경상북도,도로교량
입천교,교량,경상북도,도로교량
버들교,교량,경상북도,도로교량
동방교,교량,경상북도,도로교량
나정교,교량,경상북도,도로교량
신평교,교량,경상북도,도로교량
덕동댐,댐,경상북도,용수전용댐
불국정수장,상하수도,경상북도,지방상수도
감포정수장,상하수도,경상북도,지방상수도
안강정수장,상하수도,경상북도,지방상수도
건천정수장,상하수도,경상북도,지방상수도
경찰청사,건축물,서울특별시,대형건축물
인도어장,건축물,충청남도,다중이용건축물
1분청,건축물,충청남도,대형건축물
계룡대본청,건축물,충청남도,대형건축물
용동저수지,댐,충청남도,용수전용댐
노동교,교량,경상북도,도로교량
88낙동강교(광주),교량,대구광역시,도로교량
